Jahr,Positionen,Kalender_Jahr,value
2020,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb,2023,-1258829.424266
2020,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb,2023,
2020,"I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> a)_Aufwendungen für die Verwaltung von Kapitalanlagen, Zinsaufwendungen u. sonstige Aufw. für die Kapitalanlagen",2023,-1326304.535216
2020,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> b)_Abschreibungen auf Kapitalanlagen (inkl. LossRates),2023,-1857057.72191365
2020,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> c)_Verluste aus dem Abgang von Kapitalanlagen,2023,0.0
2020,I Versicherungstechnische Rechnung >> 10_Aufwendungen für Kapitalanlagen,2023,-3183362.25712965
2020,I Versicherungstechnische Rechnung >> 10_Aufwendungen für Kapitalanlagen,2023,
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen,2023,0.0
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen,2023,
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> a)_Zinsen für gutgeschriebene Überschussnateile,2023,-9624.40494196996
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> b)_Direktgutschrift Überschussanteile,2023,-226686.904852489
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> c)_AfA immat. VG Versicherungsbestand,2023,0.0
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> d)_AfA immat. VG Versicherungsbestand manuell,2023,0.0
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> e)_Erniedrigung aktivierbarer Zillmerabzug,2023,-1241.91543868896
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> f)_Sonstiger vt. Aufwand f. ausgeb. Verb. geg. VN,2023,
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> g)_real. Verlust MetallRente 54b son. vt. Ergeb.,2023,
2020,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> h)_Aufw. Verwaltung KA 54b son. vt. Ergebnis,2023,
2020,I Versicherungstechnische Rechnung >> 12_Sonstige versicherungstechnische Aufwendungen für eigene Rechnung,2023,-237553.225233148
2020,I Versicherungstechnische Rechnung >> 12_Sonstige versicherungstechnische Aufwendungen für eigene Rechnung,2023,
2020,I Versicherungstechnische Rechnung >> 13_Versicherungstechn. Ergebnis für eigene Rechnung,2023,310283.438000005
2020,I Versicherungstechnische Rechnung >> 13_Versicherungstechn. Ergebnis für eigene Rechnung,2023,
2020,II Nichtversicherungstechnische Rechnung,2023,
2020,II Nichtversicherungstechnische Rechnung >> 1_Sonstige Erträge,2023,21334.602
2020,II Nichtversicherungstechnische Rechnung >> 1_Sonstige Erträge,2023,
2020,II Nichtversicherungstechnische Rechnung >> 2_Sonstige Aufwendungen,2023,-281618.04
2020,II Nichtversicherungstechnische Rechnung >> 2_Sonstige Aufwendungen,2023,
2020,II Nichtversicherungstechnische Rechnung >> 3_Ergebnis der normalen Geschäftstätigkeit,2023,50000.0000000048
2020,II Nichtversicherungstechnische Rechnung >> 4_Steuern vom Einkommen und Ertrag,2023,0.0
2020,II Nichtversicherungstechnische Rechnung >> 4_Steuern vom Einkommen und Ertrag,2023,
2020,II Nichtversicherungstechnische Rechnung >> 5_Sonstige Steuern,2023,0.0
2020,II Nichtversicherungstechnische Rechnung >> 5_Sonstige Steuern,2023,
2020,II Nichtversicherungstechnische Rechnung >> 6_Jahresüberschuss,2023,50000.0000000048
2020,II Nichtversicherungstechnische Rechnung >> 6_Jahresüberschuss,2023,4.773028194904331e-09
2021,I Versicherungstechnische Rechnung,2023,
2021,I Versicherungstechnische Rechnung >> a)_Gebuchte Bruttobeiträge,2023,30284404.3336107
2021,I Versicherungstechnische Rechnung >> b)_Veränderung der Beitragsüberträge,2023,209475.922698081
2021,I Versicherungstechnische Rechnung >> 1_Verdiente Beiträge,2023,30493880.2563088
2021,I Versicherungstechnische Rechnung >> 1_Verdiente Beiträge,2023,
2021,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB,2023,59116.2284663774
2021,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB,2023,
2021,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> a)_Erträge aus Beteiligungen,2023,0.0
2021,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> b)_Erträge aus anderen Kapitalanlagen,2023,24838364.0227162
2021,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> c)_Gewinne aus dem Abgang von Kapitalanlangen,2023,1971488.09
2021,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> d)_Erträge aus Zuschreibungen,2023,0.0
2021,I Versicherungstechnische Rechnung >> 3_Ordentliche und ausserordentliche Erträge aus Kapitalanlagen,2023,26809852.1127162
2021,I Versicherungstechnische Rechnung >> 3_Ordentliche und ausserordentliche Erträge aus Kapitalanlagen,2023,
2021,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen,2023,380046.503402053
2021,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen,2023,
2021,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> a)_Sonstige technische Erträge: Übrige,2023,29300.0
2021,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> b)_Auflösung Ansammlungsguth. zur Leistungserhöhung,2023,0.0
2021,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> c)_Nebenleistungen der VN für Zahlungsverzug,2023,-100.0
2021,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> d)_Erhöhung aktivierbarer Zillmerabzug,2023,0.0
2021,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> e)_Entnahme aus der Rückstellung für Beitragsrückerstattung,2023,0.0
2021,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> f)_real. Gewinn MetallRente 54b son. vt. Ergeb.,2023,
2021,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> g)_Erträge Fonds MetallRente 54b,2023,
2021,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung,2023,29200.0
2021,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung,2023,
2021,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> Zahlungen für Versicherungsfälle,2023,-27994287.0400198
2021,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> Regulierungsaufwendungen,2023,-365665.758882353
2021,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> a)_Zahlungen für Versicherungsfälle,2023,-28359952.7989021
2021,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> b)_Veränderung Rückst. f. noch nicht abgew. Vers.fälle,2023,0.0
2021,I Versicherungstechnische Rechnung >> 6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen,2023,-28359952.7989021
2021,I Versicherungstechnische Rechnung >> 6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen,2023,
2021,I Versicherungstechnische Rechnung >> 6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen >> a)_Bilanz-Deckungsrückstellung,2023,-27349767.3541624
2021,I Versicherungstechnische Rechnung >> 7_Veränderung der übrigen versicherungstechn. Nettorückstellungen,2023,-27349767.3541624
2021,I Versicherungstechnische Rechnung >> 7_Veränderung der übrigen versicherungstechn. Nettorückstellungen,2023,
2021,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB,2023,-246673.018985025
2021,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB,2023,
2021,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB >> a)_Abschlussaufwendungen,2023,-370777.091091318
2021,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB >> b)_Verwaltungsaufwendungen,2023,-868824.646978704
2021,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb,2023,-1239601.73807002
2021,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb,2023,
2021,"I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> a)_Aufwendungen für die Verwaltung von Kapitalanlagen, Zinsaufwendungen u. sonstige Aufw. für die Kapitalanlagen",2023,-1418611.30181072
2021,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> b)_Abschreibungen auf Kapitalanlagen (inkl. LossRates),2023,-1403555.1616954
2021,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> c)_Verluste aus dem Abgang von Kapitalanlagen,2023,0.0
2021,I Versicherungstechnische Rechnung >> 10_Aufwendungen für Kapitalanlagen,2023,-2822166.46350612
2021,I Versicherungstechnische Rechnung >> 10_Aufwendungen für Kapitalanlagen,2023,
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen,2023,0.0
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen,2023,
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> a)_Zinsen für gutgeschriebene Überschussnateile,2023,-7282.68157170478
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> b)_Direktgutschrift Überschussanteile,2023,-448703.54506799
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> c)_AfA immat. VG Versicherungsbestand,2023,0.0
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> d)_AfA immat. VG Versicherungsbestand manuell,2023,0.0
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> e)_Erniedrigung aktivierbarer Zillmerabzug,2023,-9631.42692732218
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> f)_Sonstiger vt. Aufwand f. ausgeb. Verb. geg. VN,2023,
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> g)_real. Verlust MetallRente 54b son. vt. Ergeb.,2023,
2021,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> h)_Aufw. Verwaltung KA 54b son. vt. Ergebnis,2023,
2021,I Versicherungstechnische Rechnung >> 12_Sonstige versicherungstechnische Aufwendungen für eigene Rechnung,2023,-465617.653567017
2021,I Versicherungstechnische Rechnung >> 12_Sonstige versicherungstechnische Aufwendungen für eigene Rechnung,2023,
2021,I Versicherungstechnische Rechnung >> 13_Versicherungstechn. Ergebnis für eigene Rechnung,2023,-2711683.92629936
2021,I Versicherungstechnische Rechnung >> 13_Versicherungstechn. Ergebnis für eigene Rechnung,2023,
2021,II Nichtversicherungstechnische Rechnung,2023,
2021,II Nichtversicherungstechnische Rechnung >> 1_Sonstige Erträge,2023,-16783.3
2021,II Nichtversicherungstechnische Rechnung >> 1_Sonstige Erträge,2023,
2021,II Nichtversicherungstechnische Rechnung >> 2_Sonstige Aufwendungen,2023,-271532.773700642
2021,II Nichtversicherungstechnische Rechnung >> 2_Sonstige Aufwendungen,2023,
2021,II Nichtversicherungstechnische Rechnung >> 3_Ergebnis der normalen Geschäftstätigkeit,2023,-3000000.0
2021,II Nichtversicherungstechnische Rechnung >> 4_Steuern vom Einkommen und Ertrag,2023,0.0
2021,II Nichtversicherungstechnische Rechnung >> 4_Steuern vom Einkommen und Ertrag,2023,
2021,II Nichtversicherungstechnische Rechnung >> 5_Sonstige Steuern,2023,0.0
2021,II Nichtversicherungstechnische Rechnung >> 5_Sonstige Steuern,2023,
2021,II Nichtversicherungstechnische Rechnung >> 6_Jahresüberschuss,2023,-3000000.0
2021,II Nichtversicherungstechnische Rechnung >> 6_Jahresüberschuss,2023,0.0
2022,I Versicherungstechnische Rechnung,2023,
2022,I Versicherungstechnische Rechnung >> a)_Gebuchte Bruttobeiträge,2023,29050268.5139813
2022,I Versicherungstechnische Rechnung >> b)_Veränderung der Beitragsüberträge,2023,185211.773769719
2022,I Versicherungstechnische Rechnung >> 1_Verdiente Beiträge,2023,29235480.287751
2022,I Versicherungstechnische Rechnung >> 1_Verdiente Beiträge,2023,
2022,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB,2023,79791.3749510505
2022,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB,2023,
2022,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> a)_Erträge aus Beteiligungen,2023,0.0
2022,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> b)_Erträge aus anderen Kapitalanlagen,2023,22431587.6580262
2022,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> c)_Gewinne aus dem Abgang von Kapitalanlangen,2023,1046726.75167203
2022,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> d)_Erträge aus Zuschreibungen,2023,0.0
2022,I Versicherungstechnische Rechnung >> 3_Ordentliche und ausserordentliche Erträge aus Kapitalanlagen,2023,23478314.4096982
2022,I Versicherungstechnische Rechnung >> 3_Ordentliche und ausserordentliche Erträge aus Kapitalanlagen,2023,
2022,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen,2023,419573.034796197
2022,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen,2023,
2022,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> a)_Sonstige technische Erträge: Übrige,2023,700.0
2022,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> b)_Auflösung Ansammlungsguth. zur Leistungserhöhung,2023,0.0
2022,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> c)_Nebenleistungen der VN für Zahlungsverzug,2023,600.0
2022,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> d)_Erhöhung aktivierbarer Zillmerabzug,2023,0.0
2022,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> e)_Entnahme aus der Rückstellung für Beitragsrückerstattung,2023,0.0
2022,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> f)_real. Gewinn MetallRente 54b son. vt. Ergeb.,2023,
2022,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> g)_Erträge Fonds MetallRente 54b,2023,
2022,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung,2023,1300.0
2022,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung,2023,
2022,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> Zahlungen für Versicherungsfälle,2023,-28552871.0295581
2022,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> Regulierungsaufwendungen,2023,-336358.847123805
2022,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> a)_Zahlungen für Versicherungsfälle,2023,-28889229.8766819
2022,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> b)_Veränderung Rückst. f. noch nicht abgew. Vers.fälle,2023,0.0
2022,I Versicherungstechnische Rechnung >> 6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen,2023,-28889229.8766819
2022,I Versicherungstechnische Rechnung >> 6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen,2023,
2022,I Versicherungstechnische Rechnung >> 6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen >> a)_Bilanz-Deckungsrückstellung,2023,-21544856.7433187
2022,I Versicherungstechnische Rechnung >> 7_Veränderung der übrigen versicherungstechn. Nettorückstellungen,2023,-21544856.7433187
2022,I Versicherungstechnische Rechnung >> 7_Veränderung der übrigen versicherungstechn. Nettorückstellungen,2023,
2022,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB,2023,-54962.7564167762
2022,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB,2023,
2022,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB >> a)_Abschlussaufwendungen,2023,-379913.100593924
2022,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB >> b)_Verwaltungsaufwendungen,2023,-761273.830583209
2022,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb,2023,-1141186.93117713
2022,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb,2023,
2022,"I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> a)_Aufwendungen für die Verwaltung von Kapitalanlagen, Zinsaufwendungen u. sonstige Aufw. für die Kapitalanlagen",2023,-1104708.00200127
2022,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> b)_Abschreibungen auf Kapitalanlagen (inkl. LossRates),2023,0.0
2022,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> c)_Verluste aus dem Abgang von Kapitalanlagen,2023,0.0
2022,I Versicherungstechnische Rechnung >> 10_Aufwendungen für Kapitalanlagen,2023,-1104708.00200127
2022,I Versicherungstechnische Rechnung >> 10_Aufwendungen für Kapitalanlagen,2023,
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen,2023,0.0
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen,2023,
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> a)_Zinsen für gutgeschriebene Überschussnateile,2023,-7148.24361548944
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> b)_Direktgutschrift Überschussanteile,2023,0.0
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> c)_AfA immat. VG Versicherungsbestand,2023,0.0
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> d)_AfA immat. VG Versicherungsbestand manuell,2023,0.0
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> e)_Erniedrigung aktivierbarer Zillmerabzug,2023,-1469.34977416726
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> f)_Sonstiger vt. Aufwand f. ausgeb. Verb. geg. VN,2023,
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> g)_real. Verlust MetallRente 54b son. vt. Ergeb.,2023,
2022,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> h)_Aufw. Verwaltung KA 54b son. vt. Ergebnis,2023,
2022,I Versicherungstechnische Rechnung >> 12_Sonstige versicherungstechnische Aufwendungen für eigene Rechnung,2023,-8617.59338965669
2022,I Versicherungstechnische Rechnung >> 12_Sonstige versicherungstechnische Aufwendungen für eigene Rechnung,2023,
2022,I Versicherungstechnische Rechnung >> 13_Versicherungstechn. Ergebnis für eigene Rechnung,2023,470897.204211008
2022,I Versicherungstechnische Rechnung >> 13_Versicherungstechn. Ergebnis für eigene Rechnung,2023,
2022,II Nichtversicherungstechnische Rechnung,2023,
2022,II Nichtversicherungstechnische Rechnung >> 1_Sonstige Erträge,2023,-412.149999999998
2022,II Nichtversicherungstechnische Rechnung >> 1_Sonstige Erträge,2023,
2022,II Nichtversicherungstechnische Rechnung >> 2_Sonstige Aufwendungen,2023,-420485.054211011
2022,II Nichtversicherungstechnische Rechnung >> 2_Sonstige Aufwendungen,2023,
2022,II Nichtversicherungstechnische Rechnung >> 3_Ergebnis der normalen Geschäftstätigkeit,2023,49999.9999999976
2022,II Nichtversicherungstechnische Rechnung >> 4_Steuern vom Einkommen und Ertrag,2023,0.0
2022,II Nichtversicherungstechnische Rechnung >> 4_Steuern vom Einkommen und Ertrag,2023,
2022,II Nichtversicherungstechnische Rechnung >> 5_Sonstige Steuern,2023,0.0
2022,II Nichtversicherungstechnische Rechnung >> 5_Sonstige Steuern,2023,
2022,II Nichtversicherungstechnische Rechnung >> 6_Jahresüberschuss,2023,49999.9999999976
2022,II Nichtversicherungstechnische Rechnung >> 6_Jahresüberschuss,2023,-2.3865140974521604e-09
2022,II Nichtversicherungstechnische Rechnung >> 6_Jahresüberschuss >> Funktionsbereichskosten,2023,
2022,II Nichtversicherungstechnische Rechnung >> 6_Jahresüberschuss >> Nettoverzinsung,2023,
2023,I Versicherungstechnische Rechnung,2023,
2023,I Versicherungstechnische Rechnung >> a)_Gebuchte Bruttobeiträge,2023,29221055.7901798
2023,I Versicherungstechnische Rechnung >> b)_Veränderung der Beitragsüberträge,2023,154965.222538897
2023,I Versicherungstechnische Rechnung >> 1_Verdiente Beiträge,2023,29376021.0127187
2023,I Versicherungstechnische Rechnung >> 1_Verdiente Beiträge,2023,
2023,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB,2023,151796.04705069
2023,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB,2023,
2023,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> a)_Erträge aus Beteiligungen,2023,255374.592591971
2023,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> b)_Erträge aus anderen Kapitalanlagen,2023,17239823.7143895
2023,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> c)_Gewinne aus dem Abgang von Kapitalanlangen,2023,9531552.15376636
2023,I Versicherungstechnische Rechnung >> 2_Beiträge aus RfB >> d)_Erträge aus Zuschreibungen,2023,0.0
2023,I Versicherungstechnische Rechnung >> 3_Ordentliche und ausserordentliche Erträge aus Kapitalanlagen,2023,27026750.4607478
2023,I Versicherungstechnische Rechnung >> 3_Ordentliche und ausserordentliche Erträge aus Kapitalanlagen,2023,
2023,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen,2023,651400.534803049
2023,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen,2023,
2023,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> a)_Sonstige technische Erträge: Übrige,2023,33700.0
2023,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> b)_Auflösung Ansammlungsguth. zur Leistungserhöhung,2023,0.0
2023,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> c)_Nebenleistungen der VN für Zahlungsverzug,2023,400.0
2023,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> d)_Erhöhung aktivierbarer Zillmerabzug,2023,0.0
2023,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> e)_Entnahme aus der Rückstellung für Beitragsrückerstattung,2023,0.0
2023,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> f)_real. Gewinn MetallRente 54b son. vt. Ergeb.,2023,0.0
2023,I Versicherungstechnische Rechnung >> 4_Nicht realisierte Gewinne aus Kapitalanlagen >> g)_Erträge Fonds MetallRente 54b,2023,0.0
2023,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung,2023,34100.0
2023,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung,2023,
2023,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> Zahlungen für Versicherungsfälle,2023,-27814043.6897018
2023,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> Regulierungsaufwendungen,2023,-302316.877182986
2023,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> a)_Zahlungen für Versicherungsfälle,2023,-28116360.5668848
2023,I Versicherungstechnische Rechnung >> 5_Sonstige versicherungstechnische Erträge für eigene Rechnung >> b)_Veränderung Rückst. f. noch nicht abgew. Vers.fälle,2023,0.0
2023,I Versicherungstechnische Rechnung >> 6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen,2023,-28116360.5668848
2023,I Versicherungstechnische Rechnung >> 6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen,2023,
2023,I Versicherungstechnische Rechnung >> 6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen >> a)_Bilanz-Deckungsrückstellung,2023,-22334146.0055411
2023,I Versicherungstechnische Rechnung >> 7_Veränderung der übrigen versicherungstechn. Nettorückstellungen,2023,-22334146.0055411
2023,I Versicherungstechnische Rechnung >> 7_Veränderung der übrigen versicherungstechn. Nettorückstellungen,2023,
2023,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB,2023,-822335.995004217
2023,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB,2023,
2023,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB >> a)_Abschlussaufwendungen,2023,-364886.551829267
2023,I Versicherungstechnische Rechnung >> 8_Aufwendungen für RfB >> b)_Verwaltungsaufwendungen,2023,-747947.76544117
2023,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb,2023,-1112834.31727044
2023,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb,2023,
2023,"I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> a)_Aufwendungen für die Verwaltung von Kapitalanlagen, Zinsaufwendungen u. sonstige Aufw. für die Kapitalanlagen",2023,-1076159.03961134
2023,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> b)_Abschreibungen auf Kapitalanlagen (inkl. LossRates),2023,-2859866.83927891
2023,I Versicherungstechnische Rechnung >> 9_Aufwendungen für den Versicherungsbetrieb >> c)_Verluste aus dem Abgang von Kapitalanlagen,2023,0.0
2023,I Versicherungstechnische Rechnung >> 10_Aufwendungen für Kapitalanlagen,2023,-3936025.87889025
2023,I Versicherungstechnische Rechnung >> 10_Aufwendungen für Kapitalanlagen,2023,
2023,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen,2023,0.0
2023,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen,2023,
2023,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> a)_Zinsen für gutgeschriebene Überschussnateile,2023,-7208.290725
2023,I Versicherungstechnische Rechnung >> 11_Nicht realisierte Verluste aus Kapitalanlagen >> b)_Direktgutschrift Überschussanteile,2023,0.0
