"Jahr";"KennZahlen_1";"KennZahlen_2";"KennZahlen_3";"KennZahlen_4";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2014 HJ IST";"2014 Q1 IST";"2014 Q3 IST";"2015 HJ IST";"2015 PLAN 2015-17";"2015 Q1 IST";"2015 Q3 IST";"2016 HJ IST";"2016 PLAN 2016-18";"2016 Q1 IST";"2016 Q3 IST";"2017 HJ IST";"2017 Q1 IST";"2017 Q2 IST";"2017 Q3 IST";"2018 HJ IST";"2018 Q1 IST";"2018 Q2 IST";"2018 Q3 IST";"2019 HJ IST";"2019 Q1 IST";"2019 Q2 IST";"2019 Q3 IST";"2020 HJ IST";"2020 Q1 IST";"2020 Q2 IST";"2020 Q3 IST";"2021 HJ IST";"2021 Q1 IST";"2021 Q2 IST";"2021 Q3 IST";"2022 HJ IST";"2022 Q1 IST";"2022 Q2 IST";"2022 Q3 IST";"2023 Q1 IST";"2023 Q2 IST";"2023 Q3 IST"
2019;"Summe Funktionsbereichskosten";;;;3316164,06;3615065,2;3157167,38;3362445;3989289,4;3735040,96;3357817,26;3538043,27;3383349,83;3488026,77;3689472,95;3323651;3289458,21;3289640,5411;3309336,939922;3357025,58185407;3377526,40629941;3393324,59127105;3413302,00971307;3415356,05187255;3408285,0603328;3396237,13470671;3380092,53252314;3356798,96462074;3336477,62899403;3313957,01950396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1721789,96;855425,12;;2546468,94;;871856,41;1671914,41;2476629,36;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"1. Verdiente Beiträge für eigene Rechnung";;;41840355,21;42143790,32;42398776,51;43316751,64;43721819,59;44723347,49;44250795,39;43226934,71;42535759,62;40902931,68;39237641,08;37046069,2864357;36507721,4229703;35743693,6427869;34801649,3730284;33601734,1009859;32360271,985688;31166689,9807358;29883233,5138804;28505835,1013831;27051845,9746379;25544513,4891984;24030419,7545731;22605294,1012269;21240981,5546035;20007042,5772791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17973300,67;8965082,05;;26694054,5;;8401537,93;16926430,56;25185221,4;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"1. Verdiente Beiträge für eigene Rechnung";"a)";"Gebuchte Bruttobeiträge";41852073,26;41940920,54;42693380,5;42947077,96;43726191,81;44637820,23;44200067,82;43221420,43;42192533,41;40642877,44;39107513,36;36817671,7583522;36395111,5413792;35624556,8423874;34587975,3897453;33430078,9886612;32201656,4171065;31035011,6142135;29715828,6502986;28300699,0782451;26847157,5212131;25323004,3087306;23833694,7645346;22403755,8369771;21044463,0022357;19894718,6524331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17391309,17;9057129,34;;25370754,27;;8467715,99;16270549,52;23847575,85;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"1. Verdiente Beiträge für eigene Rechnung";"b)";"Veränderung der Bruttobeitragsüberträge";-11718,05;202869,78;-294603,99;369673,68;-4372,22;85527,26;50727,57;5514,28;343226,21;260054,24;130127,72;228397,528083573;112609,881591008;119136,800399472;213673,983283078;171655,112324692;158615,568581514;131678,366522249;167404,863581738;205136,023137995;204688,453424802;221509,180467861;196724,990038541;201538,26424974;196518,552367807;112323,924845981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581991,5;-92047,29;;1323300,23;;-66178,06;655881,04;1337645,55;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"2. Beiträge aus RfB";;;1547045,3;2006374,09;2363957,26;2184227,83;2194212,85;3002400,81;2017361,48;1583891,62;333553,75;198541,85;226089,65;230085,870950239;136462,919361131;108651,271588899;79214,6275865217;92407,5480080772;98847,5239673694;93239,5851285522;105499,657942604;107977,133813673;121559,770131395;119999,348901117;120649,284978931;127889,705507162;118291,29163843;115790,418655006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16389,17;3768,86;;34247,63;;1893,64;22485,46;40278,38;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";;;8022945,96;10795733,58;11979590,03;13621238,31;18353384,19;19198691,86;25447504,26;24988265,86;25851089,61;21938148,37;23663734,2;24767274,9505042;26034338,2522445;26731435,9552581;27390760,8713659;29232869,686811;29147622,5821101;27517814,4821872;28302357,110607;27173995,0551507;26988286,3488366;26791768,2669071;26218400,8417003;26037995,9932173;25932648,5166184;25732219,2825987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17226451,27;7927447,73;;23456218,13;;14342515,22;17520443,58;19875555,08;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";"a)";"Erträge aus Beteiligungen";0;0;332866,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;0;0;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";"b)";"Erträge aus anderen Kapitalanlagen";7915932,33;10015075,08;11493263,94;13619915,07;17167719,23;16775691,86;23694421,64;19959242,52;24437744,18;19898854,76;23566150,67;11967273,9505042;22234338,2522445;24531435,9552581;25985260,8713659;27432869,686811;27797622,5821101;27517814,4821872;27302357,110607;27173995,0551507;26988286,3488366;26791768,2669071;26218400,8417003;26037995,9932173;25932648,5166184;25732219,2825987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16951942,47;7794119,75;;23154398,16;;14228830,8;17246697,96;19637357;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";"c)";"Gewinne aus dem Abgang von Kapitalanlage";162;67078,5;127000;1323,24;292836,66;2423000;1457096,96;5029023,34;1413345,43;1953105,93;91544,41;12800001;3800000;2200000;1405500;1800000;1350000;0;1e+06;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182964,39;133327,98;;210275,56;;113684,42;115648;80100,46;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";"d)";"Erträge aus Zuschreibungen";106851,63;713580;26460;0;892828,3;0;295985,66;0;0;86187,68;6039,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91544,41;0;;91544,41;;0;158097,62;158097,62;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"4. Nicht realisierte Gewinne aus Kapitalanlagen";;;39645,98;738500,58;694499,44;44582,85;694859,91;441135,3;948157,01;335907,96;865701,38;740818,12;2656,42;0;401904,013782072;353310,462652786;389731,821500364;460440,844899434;496465,573257627;531294,091126636;564776,785302977;596703,806339378;626827,096376122;654971,159236878;680899,591229806;704369,365251564;725145,401232212;743130,623022967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1495,96;;148469,72;;1092320,55;1122248,09;1343849,59;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"5. Sonstige versicherungstechnische Erträge";;;136808,45;51190,22;171167,06;10310,93;1898,59;2196,74;419412,1;44045,74;60001,34;5040466,81;129735;23000;32746,4002405055;27247,0565461682;23841,7210763048;23000;23000;23000;23000;23000;23000;23000;23000;23000;23000;23000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20723,06;19564,35;;20808;;6318,14;38895,31;51289,21;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"6. Aufwendungen für Versicherungsfälle für eigene Rechnung";;;-3373915,47;-3289037,02;-4325953,36;-4855461,51;-6556290,85;-7524692,51;-8391906,48;-10416094,51;-12284364,88;-14676806,57;-15907746,65;-19734293,6838683;-22759843,0021007;-25098480,9495697;-27685806,2050559;-31051358,8810169;-32308623,9574928;-33559359,5084974;-36741499,4516902;-39355216,0494644;-43846813,6455594;-45556545,054343;-46343375,8261218;-49583695,1556118;-48306708,9697122;-48543138,8505317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6953272,79;-3706318,18;;-9774008,15;;-4940308,76;-7931947,15;-10941124,79;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"6. Aufwendungen für Versicherungsfälle für eigene Rechnung";"a)";"Zahlungen für Versicherungsfälle";-3268381,6;-3413158;-4197539,19;-4475271,91;-6288998,3;-7633859,79;-8550605,33;-10576631,62;-12148555,09;-14413307,21;-15867612,86;-19682121,4538683;-22759843,0021007;-25098480,9495697;-27685806,2050559;-31051358,8810169;-32308623,9574928;-33559359,5084974;-36741499,4516902;-39355216,0494644;-43846813,6455594;-45556545,054343;-46343375,8261218;-49583695,1556118;-48306708,9697122;-48543138,8505317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7111728,39;-3909918,3;;-9924167,39;;-5075583,38;-8058274,77;-11076572,1;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"6. Aufwendungen für Versicherungsfälle für eigene Rechnung";"b)";"Veränderung der Rückstellung für noch nicht abgewickelte Versicherungsfälle";-105533,87;124120,98;-128414,17;-380189,6;-267292,55;109167,28;158698,85;160537,11;-135809,79;-263499,36;-40133,79;-52172,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158455,6;203600,12;;150159,24;;135274,62;126327,62;135447,31;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"7. Veränderungen der übrigen versicherungstechnischen Netto-Rückstellungen";;;-40614417,24;-43575755,79;-45377324,12;-44842538,81;-47926076,49;-46943283,09;-52816399,75;-48410761,67;-51049797,63;-49271112,44;-42920679,28;-35934397,9785104;-35441730,5615579;-33217159,2540987;-30309484,111469;-25862933,0986629;-23172323,8009677;-19929525,100017;-15171519,2435325;-11217959,4103371;-4734399,93311748;-1172644,01372973;1878747,51517248;7102425,7320242;7745574,39302456;10202482,2357911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22468550,73;-10745031,82;;-34668371,64;;-9286344,27;-19882270,65;-30691341,59;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"8. Aufwendungen für RfB";;;-2576976,76;-3922152,37;-3627119,62;-4387446,35;-2469056,23;-7085762,73;-4046280,55;-5944440,46;-692909,37;-610480,11;-11575,21;-19569,2073329735;-370758,464619061;-108458,168252537;-129391,42890252;-846135,26571166;-962131,087875256;-224837,101169425;-1217696,72459807;-193531,049291618;-555975,105831639;-722186,688731371;-921139,372880332;-1312721,55732827;-1744522,75250795;-2488701,85717974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3957530,29;-1242440,89;;-3492626,43;;-8774090,6;-6184154,02;-2478636,24;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"9. Aufwendungen für Versicherungsbetrieb";;;-2796839,24;-2316502,39;-2553400,95;-2696292,64;-2677360,54;-2301545,11;-1863993,27;-1920209,88;-1680946,98;-1601168,97;-1742236,2;-1493814,66358742;-1428500,19358742;-1404379,75963731;-1384542,1551138;-1380180,07568986;-1375861,61706016;-1371586,34301675;-1367353,82171378;-1363163,62562385;-1359015,3314948;-1354908,52030706;-1350842,77723118;-1346817,69158607;-1342832,85679741;-1338887,87035663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-794180,01;-381639,64;;-1165945,98;;-385347,2;-696253,01;-1013118,91;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"9. Aufwendungen für Versicherungsbetrieb";"a)";"Abschlussaufwendungen";-1917525,73;-1412163;-1706258,88;-1640427,9;-1848287,1;-1473907,46;-1023520,34;-1117693,3;-773336,31;-686521,99;-706552,44;-518793,934055812;-480496,934055812;-456266,939226446;-436207,942393938;-431845,862969999;-427527,404340299;-423252,130296896;-419019,608993927;-414829,412903988;-410681,118774948;-406574,307587198;-402508,564511326;-398483,478866213;-394498,644077551;-390553,657636776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-313697,48;-144511,49;;-441902,08;;-133006,27;-272197,98;-393817,65;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"9. Aufwendungen für Versicherungsbetrieb";"b)";"Verwaltungsaufwendungen";-879313,51;-904339,39;-847142,07;-1055864,74;-829073,44;-827637,65;-840472,93;-802516,58;-907610,67;-914646,98;-1035683,76;-975020,729531604;-948003,259531604;-948112,820410861;-948334,212719857;-948334,212719857;-948334,212719857;-948334,212719857;-948334,212719857;-948334,212719857;-948334,212719857;-948334,212719857;-948334,212719857;-948334,212719857;-948334,212719857;-948334,212719857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-480482,53;-237128,15;;-724043,9;;-252340,93;-424055,03;-619301,26;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"10. Aufwendungen für Kapitalanlagen";;;-1003811,64;-1663109,06;-356364,58;-775699,48;-3365715,09;-1456954,52;-3388895,64;-1469224,75;-1703601,84;-1282313,47;-1173118,79;-2756172,48200631;-2786413,16200631;-2809826,11136641;-2847562,69502626;-3899613,41638227;-3924432,69945731;-3944506,15847235;-3968716,09821734;-3974960,33646676;-3972037,63905604;-3964096,52461771;-3952017,66551;-3932749,18325272;-3916412,68241467;-3897837,05936538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-592740,91;-291880,83;;-895153,44;;-322238,26;-715865,49;-1066569,43;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"10. Aufwendungen für Kapitalanlagen";"a)";"Aufwendungen für die Verwaltung von KA, Zinsen und sonstige Aufwendungen";-353234,16;-377408,12;-356364,58;-392032,59;-713746,84;-730815,95;-802070,64;-949980,26;-994565,05;-1167702,66;-1139466,16;-1340308,49977296;-1370549,17977296;-1393962,12913305;-1431698,7127929;-1483749,43414891;-1508568,71722396;-1528642,176239;-1552852,11598399;-1559096,35423341;-1556173,65682269;-1548232,54238436;-1536153,68327665;-1516885,20101937;-1500548,70018132;-1481973,07713203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-592740,91;-291880,83;;-895153,44;;-319994,26;-668640,21;-1019344,15;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"10. Aufwendungen für Kapitalanlagen";"b)";"Abschreibungen auf Kapitalanlagen";-637877,48;-1280450,94;0;-383051,11;-2651968,25;-726138,57;-2586825;-519244,49;-519404,05;-114610,81;-33652,63;-1415863,98223335;-1415863,98223335;-1415863,98223335;-1415863,98223335;-2415863,98223335;-2415863,98223335;-2415863,98223335;-2415863,98223335;-2415863,98223335;-2415863,98223335;-2415863,98223335;-2415863,98223335;-2415863,98223335;-2415863,98223335;-2415863,98223335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;-2244;-42078,48;-42078,48;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"10. Aufwendungen für Kapitalanlagen";"c)";"Verluste aus dem Abgang von Kapitalanlagen";-12700;-5250;0;-615,78;0;0;0;0;-189632,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;-5146,8;-5146,8;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"11. Nicht realisierte Verluste aus Kapitalanlangen";;;-1173085,37;0;0;-317552,03;-2563,57;-1277;-1535,09;-3057,53;-1701,08;-1893,02;-888046,59;-1760900,94729722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-205704,86;-358733,43;;-16123,65;;0;0;772,13;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"12. Sonstige versicherungst. Aufw. für eigene Rechnung";;;-658148,73;-668412,55;-744595,79;-807264,16;-881007,08;-1270960,36;-1158835,9;-718743,31;-2746854,87;-116493,88;-125906,49;-58192,3104618162;-15962,7899012619;-15184,5486819272;-15775,0050932206;-17594,6293440089;-20197,6882730742;-19587,114108515;-19444,914084246;-20043,811606346;-20640,7210258126;-21234,6486179077;-22104,532014486;-22354,4955514657;-22527,0817880928;-22462,6860166273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-37709,77;-21895,73;;-54853,05;;-36017,08;-58709,67;-77779,31;;;;;;;;;;;;;;;
2019;"I. Versicherungstechnische Rechnung";"13. Sonstige versich. Ergebnis für eigene Rechnung";;;-610393,549999994;300619,610000002;623231,880000004;494856,580000003;1088105,28000001;783296,879999991;1415383,55999998;1296513,77999999;-514070,950000018;1260638,37;490547,139999995;309088,834825782;309964,834825798;310849,597226263;312636,813896769;352636,81389678;362636,813896783;282636,813896777;392636,813896782;282636,813896776;322636,813896783;342636,813896772;362636,813896778;402636,813896772;452636,813896765;532636,813896782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;227174,81;169418,43;;286715,640000002;;100239,310000001;161303,010000005;228395,520000003;;;;;;;;;;;;;;;
2019;"II. Nicht versicherungstechnische Rechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;"II. Nicht versicherungstechnische Rechnung";"1. Sonstige Erträge";;;67745,23;1018445,48;337808,51;177045,15;8063,52;10512,96;11415,05;22518,86;9347,45;25284,94;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;10986,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6400,24;3232,59;;7810,1;;1395,23;6169,55;10854,12;;;;;;;;;;;;;;;
2019;"II. Nicht versicherungstechnische Rechnung";"2. Sonstige Aufwendungen";;;-155917,68;-867176,12;-175502,45;-340036,91;-243600,86;-278127,72;-283382,24;-284678,08;-328616,13;-323508,7;-328064,46;-270075,014825792;-270951,014825792;-271835,777226264;-273622,993896776;-273622,993896776;-273622,993896776;-273622,993896776;-273622,993896776;-273622,993896776;-273622,993896776;-273622,993896776;-273622,993896776;-273622,993896776;-273622,993896776;-273622,993896776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-160106,19;-99182,16;;-221056,88;;-89134,54;-142472,56;-201749,64;;;;;;;;;;;;;;;
2019;"II. Nicht versicherungstechnische Rechnung";"3. Ergebnis der normalen Geschäftstätigkeit";;;-698565,999999994;451888,970000002;785537,940000004;331864,820000003;852567,940000011;515682,119999991;1143416,36999998;1034354,55999999;-833339,630000018;962414,609999995;173468,859999995;49999,9999999895;50000,0000000058;49999,9999999983;49999,999999993;90000,0000000041;100000,000000007;20000,0000000013;130000,000000006;20000,0000000004;60000,0000000069;79999,9999999967;100000,000000002;139999,999999997;189999,999999989;270000,000000006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73468,8600000004;73468,8600000003;;73468,8600000024;;12500,0000000014;25000,0000000054;37500,000000003;;;;;;;;;;;;;;;
2019;"II. Nicht versicherungstechnische Rechnung";"4. Steuern vom Einkommen und Ertrag";;;0;0;-282682,42;282682,42;-487991;474317,88;-663416,37;-404354,56;-106660,37;-447414,61;26531,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26531,14;26531,14;;26531,14;;0;0;0;;;;;;;;;;;;;;;
2019;"II. Nicht versicherungstechnische Rechnung";"5. Sonstige Steuern";;;0;-27,18;-24,16;-139,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;0;0;;;;;;;;;;;;;;;
2019;"II. Nicht versicherungstechnische Rechnung";"6. Jahresüberschuss";;;-698565,999999994;451861,790000002;502831,360000004;614408,020000004;364576,940000011;989999,999999991;479999,999999984;629999,999999989;-940000,000000018;514999,999999995;199999,999999995;49999,9999999895;50000,0000000058;49999,9999999983;49999,999999993;90000,0000000041;100000,000000007;20000,0000000013;130000,000000006;20000,0000000004;60000,0000000069;79999,9999999967;100000,000000002;139999,999999997;189999,999999989;270000,000000006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1e+05;1e+05;;100000,000000002;;12500,0000000014;25000,0000000054;37500,000000003;;;;;;;;;;;;;;;
2019;"A. Immaterielle Vermögensgegenstände";;;;7240119,59;6581487,35;5923338,62;5265189,89;4607041,16;3948892,43;3290743,7;2632594,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;0;0;;;;;;;;;;;;;;;
2019;"B. Kapitalanlagen";;;;217292422,78;258548360,36;309595040,44;355187473,43;402532650,04;451596481,01;506249018,88;564507834,5;617273307,92;651855934,05;704339712,2;740932050,868236;774943177,354046;806692335,515306;835556307,36835;860803353,424797;883536454,989821;902299588,088908;917486492,879168;927625007,586943;931688766,211077;932426914,129623;930423056,373127;923654770,394786;916829261,665401;908519928,703027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;680668202,56;667361678,19;;685364203,46;;721137065,29;717293511,89;713848991,93;;;;;;;;;;;;;;;
2019;"B. Kapitalanlagen";"I. Kapitalanlagen in verbundenen Unternehmen und Beteiligungen";;;8394414,63;9159671,97;9019761,27;11892920,56;5950802,66;5806115,44;2631512,87;641450,89;579960,72;534549,12;540588,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;548549,04;553725,36;;545294,16;;540588,24;498509,76;498509,76;;;;;;;;;;;;;;;
2019;"B. Kapitalanlagen";"II. Sonstige Kapitalanlagen";;;217292422,78;258548360,36;309595040,44;355187473,43;402532650,04;451596481,01;506249018,88;564507834,5;617273307,92;651855934,05;704339712,2;740932050,868236;774943177,354046;806692335,515306;835556307,36835;860803353,424797;883536454,989821;902299588,088908;917486492,879168;927625007,586943;931688766,211077;932426914,129623;930423056,373127;923654770,394786;916829261,665401;908519928,703027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;680668202,56;667361678,19;;685364203,46;;721137065,29;717293511,89;713848991,93;;;;;;;;;;;;;;;
2019;"B. Kapitalanlagen";"1. Aktien, Investmentanteile und andere nicht festverzinsliche Wertpapiere";;;66674663,91;83580556,96;104757482,95;126430543,96;160685668,17;209815892,36;279712425,11;355104598,78;414933603,36;456285859,27;484666498,13;480135777,320014;504461043,672068;533656372,242373;560802596,480078;588140942,271689;605271479,148102;615778833,68359;624283500,366136;629961068,60249;632236773,432005;632650136,266391;631527975,922753;627737735,774882;623915450,886426;619262224,427497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;475841364,2;467381242,6;;477288262,08;;501446906,96;497626738,01;500162494,69;;;;;;;;;;;;;;;
2019;"B. Kapitalanlagen";"2. Inhaberschuldverschreibungen und andere festverzinsliche Wertpapiere";;;11524811,5;1500000;1500000;1500000;1500000;1500000;0;0;0;7233035,54;21719001,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16455281,72;11614607,47;;21695613,01;;21742192,06;21765972,77;21790140,55;;;;;;;;;;;;;;;
2019;"B. Kapitalanlagen";"3. Sonstige Ausleihungen";;;130698532,74;164308131,43;194317796,22;215364008,91;234396179,21;234474473,21;223905080,9;208761784,83;201759743,84;187802490,12;197413624,77;260796273,548222;270482133,681978;273035963,272933;274753710,888272;272662411,153109;278264975,841719;286520754,405317;293202992,513032;297663938,984453;299451992,779072;299776777,863232;298895080,450374;295917034,619904;292913810,778974;289257704,27553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;187823007,6;187812102,76;;185835034,21;;197407378,03;197402291,35;191397846,93;;;;;;;;;;;;;;;
2019;"B. Kapitalanlagen";"a) Namensschuldverschreibungen";;;62522583,76;77522583,76;83500000;85500000;86500000;78500000;71500000;71280111,53;71321231,86;65362957,88;71405301,02;82980632,492616;86062497,0806294;86875079,2232059;87421635,282632;86756221,7305346;88538855,9496379;91165694,5835101;93291861,2541465;94711253,313235;95280179,5206138;95383520,2292102;95102980,1433007;94155420,106333;93199848,8842191;92036542,2694868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65383877,73;65373340,98;;65394569,56;;71415837,69;71426530,29;71437380,24;;;;;;;;;;;;;;;
2019;"B. Kapitalanlagen";"b) Schuldscheinforderungen und Darlehen";;;6,8e+07;86500000;110500000;129481365,93;147482381,79;155483156,06;151984016,47;136984693,49;129985899,58;121986919,84;125555711,35;177815641,055606;184419636,601349;186160884,049727;187332075,60564;185906189,422574;189726119,892081;195355059,821807;199911131,258885;202952685,671218;204171813,258458;204393257,634022;203792100,307073;201761614,513571;199713961,894755;197221162,006043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121986517,47;121986149,38;;119987852,25;;125538927,94;125523148,66;119507854,29;;;;;;;;;;;;;;;
2019;"B. Kapitalanlagen";"c) Übrige Ausleihungen";;;175948,98;285547,67;317796,22;382642,98;413797,42;491317,15;421064,43;496979,81;452612,4;452612,4;452612,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;452612,4;452612,4;;452612,4;;452612,4;452612,4;452612,4;;;;;;;;;;;;;;;
2019;"C. Kapitalanlagen für Rechnung und Risiko von Inhabern von Lebensversicherungspolicen";;;;2739774,82;3979517,74;5145460,41;5280078,14;6366473,71;7181031,93;8489100,12;9108365,01;10213710;11196545,22;10605085,97;9696549,16725157;10902733,3175407;12001095,9118815;13078777,9790697;14164551,3202599;15217593,4103986;16232309,2700186;17205604,1188304;18127427,5152362;18993805,4343864;19798061,938029;20532846,0949108;21191229,6452588;21765825,1800141;22259440,4401833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11088096,29;10905853,6;;11461964,5;;11734486,14;11815608,64;12101217,55;;;;;;;;;;;;;;;
2019;"D. Forderungen";;;;5626011,99;4551207,3;5858090,64;5592220,14;6865262;4544196,45;18906065,08;3591009,53;3329120,26;11291378,95;3477289,68;3310812,85032109;3293734,59030625;3249065,85407691;3184104,06555331;3108855,83588787;3026592,38344348;2949269,34098896;2862772,886733;2770370,83856517;2675660,97770969;2576592,65963275;2479853,96316944;2386995,9204157;2298728,71644163;2223864,60567503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3673925,54;8606555,12;;7086216,69;;3247537,9;3367564,07;3061713,79;;;;;;;;;;;;;;;
2019;"D. Forderungen";"I. Forderungen aus dem selbst abgeschlossenen Versicherungsgeschäft an:";;;4604443,71;4281737,66;5040922,86;5110409,33;4272516,22;4519848,19;4422725,79;3561873,76;3060118,81;3051803,81;2606783,99;2440307,16032109;2423228,90030625;2378560,16407692;2313598,37555331;2238350,14588787;2156086,69344348;2078763,65098896;1992267,196733;1899865,14856517;1805155,28770969;1706086,96963275;1609348,27316944;1516490,2304157;1428223,02644163;1353358,91567503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2611181,37;2472846,85;;2324355,01;;2276996,08;2352261,78;2295291,57;;;;;;;;;;;;;;;
