"Jahr";"A";"B";"2. Jahr";"3. Jahr";"4. Jahr";"5. Jahr"
2018;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";0;0;0;0
2018;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des zweiten bis fünften Geschäftsjahres";5706;7201;12708;12129
2018;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";0;0;0;0
2018;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im zweiten bis fünften Geschäftsjahr";61959;64892;65507;59706
2018;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des zweiten bis fünften Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";755959;793176;830281;862439
2018;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.9._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";19160;3615;-3997;-4305
2018;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.10._Sicherungsbedarf gem. § 139 Abs. 4 VAG";123007;98592;79417;76935
2018;"D.";"sonstige Angaben zum zweiten bis fünften Geschäftsjahr";;;;
2018;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.1._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";2043;2218;2176;2105
2018;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.2._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs.3 DeckRV; in A.7. enthalten)";2820;2355;1792;1500
2018;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.3._Veränderung der Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";716;560;437;298
2018;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.4._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (in A.7. enthalten)";0;0;0;0
2018;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.5._Durchschnittlicher Rechnungszins des zweiten bis fünften Geschäftsjahres in %";2,53;2,48;2,43;2,39
2018;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.6._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";0;1;0;1
2018;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.7._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";0;0;0;0
2018;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.8._Deckungsrückstellung zum Ende des Geschäftsjahres (ohne FLV)";708285;745164;780107;812253
2018;"E.";"Angaben zu den Kapitalanlagen in Szenario 1.2";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.1._Kapitalanlagen gesamt";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2._Anlagen mit Rentencharakter";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.1._davon: a. Renten mit Laufzeit bis 5 Jahre";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.2._davon: b. Renten mit Laufzeit 5 bis 10 Jahre";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.3._davon: c. Renten mit Laufzeit ab 10 Jahre";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.4._davon: a. Investment Grade (AAA bis BBB)";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.5._davon: b. Speculative Grade (BB bis B)";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.6._davon: c. Default risk/Default (CCC bis D)";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.7._davon: d. ohne Rating (nr)";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.8._davon: a. Staaten und Gebietskörperschaften";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.9._davon: b. Banken";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.10._davon: unbesichert";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.2.11._davon: c. Unternehmen";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.3._Anlagen mit Eigenkapitalcharakter";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.4._Immobilien";;;;
2018;"E._Angaben zu den Kapitalanlagen in Szenario 1.2";"E.5._Sonstige Kapitalanlagen";;;;
2018;"F.";"Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.1._gesamte Neu- und Wiederanlage";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2._Anlagen mit Rentencharakter";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.1._davon: a. Renten mit Laufzeit bis 5 Jahre";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.2._davon: b. Renten mit Laufzeit 5 bis 10 Jahre";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.3._davon: c. Renten mit Laufzeit ab 10 Jahre";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.4._davon: a. Investment Grade (AAA bis BBB)";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.5._davon: b. Speculative Grade (BB bis B)";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.6._davon: c. Default risk/Default (CCC bis D)";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.7._davon: d. ohne Rating (nr)";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.8._davon: a. Staaten und Gebietskörperschaften";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.9._davon: b. Banken";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.10._davon: unbesichert";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.2.11._davon: c. Unternehmen";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.3._Anlagen mit Eigenkapitalcharakter";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.4._Immobilien";;;;
2018;"F._Angenommen Verzinsung der Neu- und Wiederanlage in Szenario 1.2 (in %)";"F.5._Sonstige Kapitalanlagen";;;;
2018;"G.";"Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.1._Neu- und Wiederanlage gesamt (II.C.7.)";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2._Anlagen mit Rentencharakter";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.1._davon: a. Renten mit Laufzeit bis 5 Jahre";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.2._davon: b. Renten mit Laufzeit 5 bis 10 Jahre";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.3._davon: c. Renten mit Laufzeit ab 10 Jahre";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.4._davon: a. Investment Grade (AAA bis BBB)";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.5._davon: b. Speculative Grade (BB bis B)";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.6._davon: c. Default risk/Default (CCC bis D)";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.7._davon: d. ohne Rating (nr)";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.8._davon: a. Staaten und Gebietskörperschaften";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.9._davon: b. Banken";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.10._davon: unbesichert";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.2.11._davon: c. Unternehmen";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.3._Anlagen mit Eigenkapitalcharakter";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.4._Immobilien";;;;
2018;"G._Aufteilung der Neu- und Wiederanlage in Szenario 1.2 (in Tsd. Euro)";"G.5._Sonstige Kapitalanlagen";;;;
2019;"A.";"Ergebnisprognose des zweiten bis fünften Geschäftsjahres";;;;
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.1._Verdiente Beiträge für eigene Rechnung";36508;35744;34802;33602
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.2._Beiträge aus der Brutto-Rückstellung für Beitragsrückerstattung";136;109;79;92
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3._Erträge aus Kapitalanlagen";26034;26731;27391;29233
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.1._davon: laufende Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 1, Zeile 26 ./. Zeile 25)";22234;24531;25985;27433
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.2._davon: übrige Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 2, Zeile 26 ./. Zeile 25)";3800;2200;1406;1800
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.4._Nicht realisierte Gewinne aus Kapitalanlagen";402;353;390;460
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.5._Sonstige versicherungstechnische Erträge für eigene Rechnung";33;27;24;23
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.6._Aufwendungen für Versicherungsfälle für eigene Rechnung";22759;25099;27686;31050
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.7._Veränderung der übrigen versicherungstechnischen Netto-Rückstellungen";35442;33217;30309;25863
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.8._Aufwendungen für die erfolgsabhängige Beitragsrückerstattung für eigene Rechnung";371;108;129;846
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.9._Aufwendungen für den Versicherungsbetrieb für eigene Rechnung";1428;1404;1385;1380
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10._Aufwendungen für Kapitalanlagen";2787;2810;2848;3900
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.1._davon: laufende Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 3, Zeile 26 ./. Zeile 25)";1371;1394;1432;1484
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.2._davon: übrige Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 4, Zeile 26 ./. Zeile 25)";1416;1416;1416;2416
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.11._Nicht realisierte Verluste aus Kapitalanlagen";0;0;0;0
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.12._Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";16;15;16;18
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.13._Versicherungstechnisches Ergebnis für eigene Rechnung";310;311;313;353
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.14._Saldo der Posten II.1., II.2., II.4., II.5. und II.7. bis II.10. aus Formblatt 3 RechVersV";-260;-261;-263;-263
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.16._Jahresüberschuss/Jahresfehlbetrag";50;50;50;90
2019;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.17._nachrichtlich: Ergebnis aus dem abgegebenen VG";0;0;0;0
2019;"B.";"Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";;;;
2019;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.1._Eigenmittel A (gem. Rundschreiben 4/2005 (VA))";36265;36034;35860;36448
2019;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.2._davon: ungebundene, zur Verlustdeckung verwendbare Rückstellung für Beitragsrückerstattung (inkl. SÜAF, entsprechend NW 702 Seite 1, Zeile 19)";12315;12034;11809;12307
2019;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.3._Eigenmittel B (gem. Rundschreiben 4/2005 (VA))";;;;
2019;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.4._davon: stille Nettoreserven";;;;
2019;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.5._Mindestbetrag der Mindestkapitalanforderung";;;;
2019;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.6._Solvabilitätskapitalanforderung";31410;32733;33936;34956
2019;"C.";"Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";;;;
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.1._Unsaldierte stille Reserven zum Ende des zweiten bis fünften Geschäftsjahres";113323;101249;91946;85342
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.2._davon: in zum Nennwert bilanzierten Kapitalanlagen";22665;20250;18389;17068
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.3._davon: in Immobilien";0;0;0;0
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";0;0;0;0
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des zweiten bis fünften Geschäftsjahres";11997;20402;26559;25709
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";0;0;0;0
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im zweiten bis fünften Geschäftsjahr";66127;79545;75801;69193
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7a._Durchschnittliche Rendite der Neu- und Wiederanlage (ohne FLV) in %";2,39;2,84;2,92;2,99
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des zweiten bis fünften Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";786762;838511;887375;927622
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.9._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";102587;82108;66648;60894
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.10._Sicherungsbedarf gem. § 139 Abs. 4 VAG";246596;222351;198780;190782
2019;"D.";"sonstige Angaben zum zweiten bis fünften Geschäftsjahr";;;;
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.1._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";748;864;886;725
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.2._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs.3 DeckRV; in A.7. enthalten)";4689;4908;4920;4579
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.3._Veränderung der Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";588;445;313;243
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.4._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (in A.7. enthalten)";0;0;0;0
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.5._Durchschnittlicher Rechnungszins des zweiten bis fünften Geschäftsjahres in %";2,46;2,4;2,33;2,27
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.6._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";0;0;0;0
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.7._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";0;0;0;0
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.8._Deckungsrückstellung zum Ende des Geschäftsjahres (ohne FLV)";740359;772478;801710;826487
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.9._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";0;0;0;0
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.10._Zugeteilte Überschussanteile";559;457;396;361
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.11._davon verpflichtend";559;169;177;203
2019;"D._sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.12._davon befristete ZVK-Leistung";0;0;0;0
2020;"A.";"Ergebnisprognose des zweiten bis fünften Geschäftsjahres";;;;
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.1._Verdiente Beiträge für eigene Rechnung";33974;33289;32337;31241
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.2._Beiträge aus der Brutto-Rückstellung für Beitragsrückerstattung";81;91;114;123
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3._Erträge aus Kapitalanlagen";31010;30592;30644;30368
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.1._davon: laufende Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 1, Zeile 26 ./. Zeile 25)";22760;23892;25144;24368
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.2._davon: übrige Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 2, Zeile 26 ./. Zeile 25)";8250;6700;5500;6000
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.4._Nicht realisierte Gewinne aus Kapitalanlagen";404;344;372;465
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.5._Sonstige versicherungstechnische Erträge für eigene Rechnung";29;26;22;22
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.6._Aufwendungen für Versicherungsfälle für eigene Rechnung";22973;25326;29476;30914
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.7._Veränderung der übrigen versicherungstechnischen Netto-Rückstellungen";36812;34022;28857;26222
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.8._Aufwendungen für die erfolgsabhängige Beitragsrückerstattung für eigene Rechnung";106;78;166;13
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.9._Aufwendungen für den Versicherungsbetrieb für eigene Rechnung";1292;1269;1259;1255
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10._Aufwendungen für Kapitalanlagen";3888;3183;3183;3202
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.1._davon: laufende Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 3, Zeile 26 ./. Zeile 25)";1308;1326;1326;1345
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.2._davon: übrige Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 4, Zeile 26 ./. Zeile 25)";2580;1857;1857;1857
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.11._Nicht realisierte Verluste aus Kapitalanlagen";0;0;0;0
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.12._Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";114;152;238;303
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.13._Versicherungstechnisches Ergebnis für eigene Rechnung";313;312;310;310
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.14._Saldo der Posten II.1., II.2., II.4., II.5. und II.7. bis II.10. aus Formblatt 3 RechVersV";-263;-262;-260;-260
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.16._Jahresüberschuss/Jahresfehlbetrag";50;50;50;50
2020;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.17._nachrichtlich: Ergebnis aus dem abgegebenen VG";0;0;0;0
2020;"B.";"Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";;;;
2020;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.1._Eigenmittel A (gem. Rundschreiben 4/2005 (VA))";36519;36390;37210;38293
2020;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.2._davon: ungebundene, zur Verlustdeckung verwendbare Rückstellung für Beitragsrückerstattung (inkl. SÜAF, entsprechend NW 702 Seite 1, Zeile 19)";12518;12339;12235;12001
2020;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.3._Eigenmittel B (gem. Rundschreiben 4/2005 (VA))";;;;
2020;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.4._davon: stille Nettoreserven";;;;
2020;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.5._Mindestbetrag der Mindestkapitalanforderung";;;;
2020;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.6._Solvabilitätskapitalanforderung";32948;34301;35438;36469
2020;"C.";"Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";;;;
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.1._Unsaldierte stille Reserven zum Ende des zweiten bis fünften Geschäftsjahres";111575;100361;91678;79445
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.2._davon: in zum Nennwert bilanzierten Kapitalanlagen";16736;15054;13752;11917
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.3._davon: in Immobilien";6629;6629;6629;6629
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";0;0;0;0
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des zweiten bis fünften Geschäftsjahres";12907;16322;21714;20907
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";1936;2448;3257;3136
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im zweiten bis fünften Geschäftsjahr";70233;83895;78844;76935
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7a._Erwartete durchschnittliche Rendite der Neu- und Wiederanlage (ohne FLV) in %";2,39;2,17;2,18;1,57
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des zweiten bis fünften Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";818625;851199;879533;905430
