"Jahr";"A";"B";"F";"Szenario 1";"Szenario 2";"Szenario 3";"Szenario 4"
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des ersten Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";;742750;742750;742750;742750
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.9._Buchwert der Kapitalanlagen zum Ende des Vorjahres (Formblatt 1, Aktivseite, C., RechVersV)";;704340;704340;704340;704340
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.10._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";;131849;131849;-17676;-17676
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.11._Sicherungsbedarf gem. § 139 Abs. 4 VAG";;341910;;;
2019;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"";;;;;
2019;"D.";"sonstige Angaben";;;;;
2019;"D._sonstige Angaben";"D.1._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";;741;741;741;741
2019;"D._sonstige Angaben";"D.2._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs.3 DeckRV; in A.7. enthalten)";;5229;5229;5229;5229
2019;"D._sonstige Angaben";"D.3._Veränderung der Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";;-47;-47;-47;-47
2019;"D._sonstige Angaben";"D.4._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1., D.2. oder D.3. enthalten ist (in A.7. enthalten)";;0;0;0;0
2019;"D._sonstige Angaben";"D.5._Durchschnittlicher Rechnungszins des ersten Geschäftsjahres in %";;2,53;2,53;2,53;2,53
2019;"D._sonstige Angaben";"D.6._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";;1;1;1;1
2019;"D._sonstige Angaben";"D.7._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";;0;0;0;0
2019;"D._sonstige Angaben";"D.8._Deckungsrückstellung zum Ende des Geschäftsjahres (ohne FLV)";;706124;706124;706124;706124
2019;"D._sonstige Angaben";"D.9._Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife mit einem Rechnungszins über 2,25% auf 2,25% ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;64455;64455;64455;64455
2019;"D._sonstige Angaben";"D.10._Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife um 10 Basispunkte ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;5870;5870;5870;5870
2019;"D._sonstige Angaben";"D.11._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinsverstärkung für aufsichtsrechtlich genehmigte Tarife (Summe der Aufwendungen zur Verstärkung der Rechnungsgrundlage Zins von 2011 bis 2019)";;23700;23700;23700;23700
2019;"D._sonstige Angaben";"D.12._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinszusatzreserve gem. § 5 Abs. 3 DeckRV";;14489;14489;14489;14489
2019;"D._sonstige Angaben";"D.13._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres für aufsichtsrechtlich genehmigte Tarife enthaltene pauschale Verstärkung, die für die Rechnungsgrundlage Zins verwendet werden kann.";;0;0;0;0
2019;"D._sonstige Angaben";"D.14._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";;0;0;0;0
2019;"D._sonstige Angaben";"D.15._Zugeteilte Überschussanteile";;211;211;211;211
2019;"D._sonstige Angaben";"D.16._davon verpflichtend";;211;211;211;211
2019;"D._sonstige Angaben";"D.17._davon befristete ZVK-Leistung";;0;0;0;0
2019;"E.";"Felder für Sonderabfragen (nur dann erforderlich, wenn ausdrücklich verlangt)";;;;;
2019;"E._Felder für Sonderabfragen (nur dann erforderlich, wenn ausdrücklich verlangt)";"E.1._Zusätzlicher Schutz der Versorgungsberechtigten durch Arbeitgeber/Dritte in % der Deckungsrückstellung";;100;;;
2019;"E._Felder für Sonderabfragen (nur dann erforderlich, wenn ausdrücklich verlangt)";"E.2._Tatsächliche Rendite der in 2019 bis zum 30.09. getätigten Neu- und Wiederanlage in %";;2,23;;;
2019;"E._Felder für Sonderabfragen (nur dann erforderlich, wenn ausdrücklich verlangt)";"";;;;;
2019;"E._Felder für Sonderabfragen (nur dann erforderlich, wenn ausdrücklich verlangt)";"E.3._Für das Neugeschäft offene Tarife: Höhe des Rechnungszinses";;0,009;;;
2019;"E._Felder für Sonderabfragen (nur dann erforderlich, wenn ausdrücklich verlangt)";"E.4._Für das Neugeschäft offene Tarife: Anzahl der Neuzugänge in diesen Tarifen (01/19-12/19)";;110;;;
2019;"E._Felder für Sonderabfragen (nur dann erforderlich, wenn ausdrücklich verlangt)";"E.5._Für das Neugeschäft offene Tarife: jährliches Beitragsvolumen dieser Neuzugänge";;83;;;
2019;"F.";"Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";;;;;
2019;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"Für das Folgejahr deklarierte Gesamtverzinsung (Rechnungszins zuzüglich Zinsüberschussanteilsatz bei den im Folgejahr für das Neugeschäft offenen Tarifen):";;;;;
2019;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.1._Rentenversicherungen in der Aufschubzeit (Anwartschaftszeit)";0,9;;;;
2019;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.2._Rentenversicherungen in der Rentenbezugszeit";0,9;;;;
2019;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.3._Gesamtzinssatz für die verzinsliche Ansammlung";0,9;;;;
2019;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.4._Für das Folgejahr deklarierte Zins-Direktgutschrift (bei den im Folgejahr für das Neugeschäft offenen Tarifen)";0;;;;
2019;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.5._Termin des Beschlussvorschlags des Verantwortlichen Aktuars für den Vorstand";43801;;;;
2019;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.6._Beschlusstermin des Vorstands";43801;;;;
2019;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.7._Beschluss des Vorstands weicht nicht vom Beschlussvorschlag des Verantwortlichen Aktuars ab";0;;;;
2020;"A.";"Ergebnisprognose des ersten Geschäftsjahres";;;;;
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.1._Verdiente Beiträge für eigene Rechnung";;34377;34377;34377;34377
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.2._Beiträge aus der Brutto-Rückstellung für Beitragsrückerstattung";;60;60;60;60
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3._Erträge aus Kapitalanlagen";;28638;28638;28638;28638
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3.1._davon: laufende Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 1, Zeile 26 ./. Zeile 25)";;20696;20696;20696;20696
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3.2._davon: übrige Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 2, Zeile 26 ./. Zeile 25)";;7943;7943;7943;7943
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.4._Nicht realisierte Gewinne aus Kapitalanlagen";;106;0;0;0
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.5._Sonstige versicherungstechnische Erträge für eigene Rechnung";;22;22;22;22
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.6._Aufwendungen für Versicherungsfälle für eigene Rechnung";;19642;19642;19642;19642
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.7._Veränderung der übrigen versicherungstechnischen Netto-Rückstellungen";;38313;37890;37421;36868
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.8._Aufwendungen für die erfolgsabhängige Beitragsrückerstattung für eigene Rechnung";;192;192;192;192
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.9._Aufwendungen für den Versicherungsbetrieb für eigene Rechnung";;1232;1232;1232;1232
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10._Aufwendungen für Kapitalanlagen";;3424,008;3424,008;3424,008;3424,008
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10.1._davon: laufende Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 3, Zeile 26 ./. Zeile 25)";;1298,008;1298,008;1298,008;1298,008
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10.2._davon: übrige Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 4, Zeile 26 ./. Zeile 25)";;2126;2126;2126;2126
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.11._Nicht realisierte Verluste aus Kapitalanlagen";;0;317;786;1339
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.12._Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";;87;87;87;87
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.13._Versicherungstechnisches Ergebnis für eigene Rechnung";;312,992;312,992;312,992;312,992
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.14._Saldo der Posten II.1., II.2., II.4., II.5. und II.7. bis II.10. aus Formblatt 3 RechVersV";;-263;-263;-263;-263
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.15._Ausgleichsposten aus dem Vorjahr";;0;0;0;0
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.16._Jahresüberschuss/Jahresfehlbetrag";;49,9920000000002;49,9920000000002;49,9920000000002;49,9920000000002
2020;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.17._nachrichtlich: Ergebnis aus dem abgegebenen VG";;0;0;0;0
2020;"B.";"Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";;;;;
2020;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.1._Eigenmittel A (gem. Rundschreiben 4/2005 (VA))";;36576;36576;36576;36576
2020;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.2._davon: ungebundene, zur Verlustdeckung verwendbare Rückstellung für Beitragsrückerstattung (inkl. SÜAF, entsprechend NW 702 Seite 1, Zeile 19)";;12626;12626;12626;12626
2020;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.3._Eigenmittel B (gem. Rundschreiben 4/2005 (VA))";;;;;
2020;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.4._davon: stille Nettoreserven";;;;;
2020;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.5._Mindestbetrag der Mindestkapitalanforderung";;;;;
2020;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.6._Solvabilitätskapitalanforderung";;31485;31485;31485;31485
2020;"C.";"Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";;;;;
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.1._Unsaldierte stille Reserven zum Ende des ersten Geschäftsjahres";;134472;134472;31426;31426
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.2._davon: in zum Nennwert bilanzierten Kapitalanlagen";;20171;20171;4714;4714
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.3._davon: in Immobilien";;6629;6629;6629;6629
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";;0;0;0;0
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des ersten Geschäftsjahres";;1242;3858;45751;49609
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";;0;0;9150;9150
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im ersten Geschäftsjahr";;126562;126562;126562;126562
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des ersten Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";;783289;783289;783289;783289
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.9._Buchwert der Kapitalanlagen zum Ende des Vorjahres (Formblatt 1, Aktivseite, C., RechVersV)";;741999;741999;741999;741999
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.10._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";;125495;125495;-22060;-22060
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.11._Sicherungsbedarf gem. § 139 Abs. 4 VAG";;327252;;;
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"";;;;;
2020;"D.";"Sonstige Angaben";;;;;
2020;"D._Sonstige Angaben";"D.1._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";;420;420;420;420
2020;"D._Sonstige Angaben";"D.2._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs.3 DeckRV; in A.7. enthalten)";;6480;6480;6480;6480
2020;"D._Sonstige Angaben";"D.3._Veränderung der Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";;584;584;584;584
2020;"D._Sonstige Angaben";"D.4._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (in A.7. enthalten)";;0;0;0;0
2020;"D._Sonstige Angaben";"D.5._Durchschnittlicher Rechnungszins des ersten Geschäftsjahres in %";;2,46;2,46;2,46;2,46
2020;"D._Sonstige Angaben";"D.6._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";;1;1;1;1
2020;"D._Sonstige Angaben";"D.7._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";;0;0;0;0
2020;"D._Sonstige Angaben";"D.8._Deckungsrückstellung zum Ende des Geschäftsjahres, inkl. Verstärkungen (ohne FLV)";;747465;747465;747465;747465
2020;"D._Sonstige Angaben";"D.9._Potenzieller Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife mit einem Rechnungszins über 2,00% auf 2,00% ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;44525;44525;44525;44525
2020;"D._Sonstige Angaben";"D.10._Potenzieller Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife um 10 Basispunkte ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;1358;1358;1358;1358
2020;"D._Sonstige Angaben";"D.11._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinsverstärkung für aufsichtsrechtlich genehmigte Tarife (Summe der Beträge zur Verstärkung der Rechnungsgrundlage Zins von 2011 bis 2020)";;24707;24707;24707;24707
2020;"D._Sonstige Angaben";"D.12._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinszusatzreserve gem. § 5 Abs. 3 DeckRV";;21126;21126;21126;21126
2020;"D._Sonstige Angaben";"D.13._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres für aufsichtsrechtlich genehmigte Tarife enthaltene pauschale Verstärkung, die für die Rechnungsgrundlage Zins verwendet werden kann.";;0;0;0;0
2020;"D._Sonstige Angaben";"D.14._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";;0;0;0;0
2020;"D._Sonstige Angaben";"D.15._Zum Zwecke der Leistungserhöhung oder Verrechnung mit sonst zu zahlenden Beiträgen verwendete / entnommene Beträge aus Rohüberschuss, aus der RfB oder aus vergleichbaren Rückstellungen";;362;362;362;362
2020;"D._Sonstige Angaben";"D.16._davon verpflichtend";;362;362;362;362
2020;"D._Sonstige Angaben";"D.17._davon befristete ZVK-Leistung";;0;0;0;0
2020;"E.";"Felder für Sonderabfragen";;;;;
2020;"E._Felder für Sonderabfragen";"E.1._Zusätzlicher Schutz der Versorgungsberechtigten durch Arbeitgeber/Dritte in % der Deckungsrückstellung";;80,16;;;
2020;"E._Felder für Sonderabfragen";"";;;;;
2020;"E._Felder für Sonderabfragen";"E.2._Betriebliche Altersversorgung (bAV) gemäß § 1 BetrAVG mit Haftung eines existenten Arbeitgebers gemäß § 1 Abs. 1 S. 3 BetrAVG - ohne Riesterverträge";;80,1603126605191;100;;
2020;"E._Felder für Sonderabfragen";"E.3._bAV gemäß § 1 BetrAVG mit Haftung eines existenten Arbeitgebers gemäß § 1 Abs. 1 S. 3 BetrAVG - Riesterverträge";;0;0;;
2020;"E._Felder für Sonderabfragen";"E.4._Fortführung der Versicherung nach Ausscheiden aus dem Arbeitsverhältnis mit eigenen Beiträgen";;19,8396873394809;0;;
2020;"E._Felder für Sonderabfragen";"E.5._Rückdeckungsgeschäft";;0;0;;
2020;"E._Felder für Sonderabfragen";"E.6._Ursprünglich bAV gemäß § 1 BetrAVG, ursprünglich gemäß § 1 Abs. 1 S. 3 BetrAVG haftender Arbeitgeber nicht mehr existent";;0;0;;
2020;"E._Felder für Sonderabfragen";"E.7._Sonstiges (im Erläuterungsbogen darzulegen)";;0;0;;
2020;"E._Felder für Sonderabfragen";"E.8._Anzahl der existenten Arbeitgeber, die Zusagen der bAV gemäß § 1 BetrAVG über die Pensionskasse durchführen, für die sie gemäß § 1 Abs. 1 S. 3 BetrAVG haften";;3912;;;
2020;"E._Felder für Sonderabfragen";"E.9._Anzahl der Arbeitgeber, die Zusagen der bAV gemäß § 1 BetrAVG über die Pensionskasse durchgeführt haben und dafür gemäß § 1 Abs. 1 S. 3 BetrAVG hafteten, aber nicht mehr existent sind";;0;;;
2020;"E._Felder für Sonderabfragen";"E.10._Erwartete Rendite der in 2020 bis zum 30.09. getätigten Neu- und Wiederanlage in %";;2,96;;;
2020;"E._Felder für Sonderabfragen";"";;;;;
2020;"E._Felder für Sonderabfragen";"E.10.1._Neu- und Wiederanlage 01.01.2020 bis 30.09.2020 gesamt";;105952;;;17
2020;"E._Felder für Sonderabfragen";"E.10.2._Anlagen mit Rentencharakter";;66611;2,66;;17
2020;"E._Felder für Sonderabfragen";"E.10.3._davon: a. Renten mit Laufzeit bis 5 Jahre";;10554;3,39;;4
2020;"E._Felder für Sonderabfragen";"E.10.4._davon: b. Renten mit Laufzeit 5 bis 10 Jahre";;33457;2,98;;7,4
2020;"E._Felder für Sonderabfragen";"E.10.5._davon: c. Renten mit Laufzeit 10 bis 20 Jahre";;6600;1,93;;16,3
2020;"E._Felder für Sonderabfragen";"E.10.6._davon: d. Renten mit Laufzeit ab 20 Jahre";;16000;1,83;;45,7
2020;"E._Felder für Sonderabfragen";"E.10.7._davon: a. mit Rating AAA bis AA";;5000;1,5;;48,8
2020;"E._Felder für Sonderabfragen";"E.10.8._davon: b. mit Rating A bis BBB";;60411;2,77;;14,6
2020;"E._Felder für Sonderabfragen";"E.10.9._davon: c. mit Rating BB bis B";;1200;1,91;;5,5
2020;"E._Felder für Sonderabfragen";"E.10.10._davon: d. mit Rating CCC bis D";;0;0;;0
2020;"E._Felder für Sonderabfragen";"E.10.11._davon: e. ohne Rating";;0;0;;0
2020;"E._Felder für Sonderabfragen";"E.10.12._davon: a. Staaten und Gebietskörperschaften";;21000;1,85;;39,1
2020;"E._Felder für Sonderabfragen";"E.10.13._davon: b. Banken";;7203;3,25;;6,1
2020;"E._Felder für Sonderabfragen";"E.10.14._davon: unbesichert";;0;0;;0
2020;"E._Felder für Sonderabfragen";"E.10.15._davon: c. Unternehmen";;38409;3;;6,9
2020;"E._Felder für Sonderabfragen";"E.10.16._Anlagen mit Eigenkapitalcharakter";;0;0;0;0
2020;"E._Felder für Sonderabfragen";"E.10.17._Immobilien";;29270;0;3,5;0
2020;"E._Felder für Sonderabfragen";"E.10.18._Sonstige Kapitalanlagen";;10070;0;3,4;0
2020;"E._Felder für Sonderabfragen";"";;;;;
2020;"E._Felder für Sonderabfragen";"E.11._Neugeschäft 01/2020-12/2020 (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Höhe des Rechnungszinses (nach Höhe des Rechnungszinses absteigend sortiert)";;0,9;;;
2020;"E._Felder für Sonderabfragen";"E.12._Neugeschäft 01/2020-12/2020 (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Anzahl der Neuzugänge in diesen Tarifen";;35;;;
2020;"E._Felder für Sonderabfragen";"E.13._Neugeschäft 01/2020-12/2020 (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): jährliches Beitragsvolumen aus lfd. Beiträgen und lfd. Einmalbeiträgen";;21,9;;;
2020;"E._Felder für Sonderabfragen";"E.14._Neugeschäft 01/2020-12/2020 (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Einmalbeiträge ohne lfd. Einmalbeiträge";;0;;;
2020;"E._Felder für Sonderabfragen";"E.15._Bei Schließung/Neuauflage von Tarifen in 2020/2021: Höhe des Rechnungszinses der nach Schließung/Neuauflage für das Neugeschäft offenen Tarife (absteigend sortiert, analog E.11.)";;0,9;;;
2020;"F.";"Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";;;;;
2020;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"Für das Folgejahr deklarierte Gesamtverzinsung (Rechnungszins zuzüglich Zinsüberschussanteilsatz bei den im Folgejahr für das Neugeschäft offenen Tarifen):";;;;;
2020;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.1._Rentenversicherungen in der Aufschubzeit (Anwartschaftszeit)";0,9;;;;
2020;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.2._Rentenversicherungen in der Rentenbezugszeit";0,9;;;;
2020;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.3._Gesamtzinssatz für die verzinsliche Ansammlung";0,9;;;;
2020;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.4._Für das Folgejahr deklarierte Zins-Direktgutschrift (bei den im Folgejahr für das Neugeschäft offenen Tarifen)";0;;;;
2020;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.5._Termin des Beschlussvorschlags des Verantwortlichen Aktuars für den Vorstand";44166;;;;
2020;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.6._Beschlusstermin des Vorstands";44166;;;;
2020;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.7._Beschluss des Vorstands weicht nicht vom Beschlussvorschlag des Verantwortlichen Aktuars ab";0;;;;
2021;"A.";"Ergebnisprognose des ersten Geschäftsjahres";;;;;
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.1._Verdiente Beiträge für eigene Rechnung";;32427;32427;32427;32427
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.2._Beiträge aus der Brutto-Rückstellung für Beitragsrückerstattung";;42;42;42;42
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3._Erträge aus Kapitalanlagen";;26883;26883;26883;26883
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3.1._davon: laufende Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 1, Zeile 26 ./. Zeile 25)";;22880;22880;22880;22880
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3.2._davon: übrige Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 2, Zeile 26 ./. Zeile 25)";;4003;4003;4003;4003
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.4._Nicht realisierte Gewinne aus Kapitalanlagen";;974;0;477;0
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.5._Sonstige versicherungstechnische Erträge für eigene Rechnung";;29;29;29;29
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.6._Aufwendungen für Versicherungsfälle für eigene Rechnung";;21940;21940;21940;21940
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.7._Veränderung der übrigen versicherungstechnischen Netto-Rückstellungen";;36860;33248;36363;32963
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.8._Aufwendungen für die erfolgsabhängige Beitragsrückerstattung für eigene Rechnung";;270;270;270;270
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.9._Aufwendungen für den Versicherungsbetrieb für eigene Rechnung";;1293;1293;1293;1293
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10._Aufwendungen für Kapitalanlagen";;2554;2554;2554;2554
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10.1._davon: laufende Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 3, Zeile 26 ./. Zeile 25)";;1471;1471;1471;1471
