2021;"Neubestand";"NB - Zuführung aus dem übrigen Ergebnis";;;;;;;;;;;;98286,3321713359;115847,653652229;278284,398445706;168039,986369654;168604,309147256;166822,308662101;149471,662211306;149040,569380744;129763,519999909;118803,496759798;105893,13739013;90519,7971255901;75762,8665816074;60861,7957253879;46752,2352429994;33023,209088786;19790,67710217;7227,47058133356;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Neubestand";"Mindestzuführung im Neubestand";;;;;;;;;;;;6708941,82742569;434316,721530476;0;0;0;0;0;0;0;0;0;0;201978,277414641;470161,4283401;475073,00518924;670388,783374695;670902,974085315;886576,964805393;1113670,12781051;1797998,55755215;2033929,7804523;2268877,79956949;2524312,02985133;1475751,98142561;;;;;;;;;;;;;;
2021;"Altbestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Altbestand";"AB - Zuführung aus dem Risikoergebnis";;;;;;;;;;;;0;0;0;0;0;0;0;165223,134957104;229055,494139823;301387,153875846;451620,13291106;529955,851965135;579219,911958235;660129,188009386;709915,411984001;776753,356171351;793321,054595507;918710,210780571;939692,40705623;1057720,43000038;1139288,82788459;1135753,5201804;1293393,49242129;1408508,9364539;;;;;;;;;;;;;;
2021;"Altbestand";"AB - Zuführung aus dem Kapitalanlageergebnis";;;;;;;;;;;;24888656,5606976;-2950911,49730091;-11858658,9537575;-757127,948635541;-1396989,02480879;-1909779,34016098;-2207256,70777877;-2118540,0501519;-2385428,11700667;-2497182,27471701;-3061319,49041771;-2863500,53773738;-2895604,2023205;-1505095,03818473;-1599127,86516185;-1793210,72421641;-1882846,59798652;-1752687,87711293;-1590699,24413243;-1490833,89378745;-1293442,32032582;-1086524,35749062;-952878,900680183;-1933859,26519646;;;;;;;;;;;;;;
2021;"Altbestand";"AB - Zuführung aus dem übrigen Ergebnis";;;;;;;;;;;;121842,907828668;369108,556347775;419895,182261725;182265,389679923;182132,764353447;179494,729117805;156653,338138516;161731,415852087;136210,917758278;121222,089738887;103933,73850105;83576,0846304531;63894,4262982863;44318,9384293579;25899,0947030194;7574,54812791874;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Altbestand";"Mindestzuführung im Altbestand";;;;;;;;;;;;25010499,4685262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49229,1626897817;340514,591741108;0;;;;;;;;;;;;;;
2021;"Reduzierung der Mindestzuführung nach §9 MindZV";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Reduzierung der Mindestzuführung nach §9 MindZV";"Vorraussetzung Solvabilitätsbedarf erfüllt?";;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Reduzierung der Mindestzuführung nach §9 MindZV";"Vorraussetzung negatives Kapitalanlageergebnis erfüllt?";;;;;;;;;;;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;;;;;;;;;;;;;;
2021;"Reduzierung der Mindestzuführung nach §9 MindZV";"Reduzierung möglich";;;;;;;;;;;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"anzurechnende Kapitalerträge NB+AB";;;;;;;;;;;;;22407040,3494511;11210162,5791399;23495815,5567363;23224311,0622057;22938561,7801656;22668620,5822525;23265991,6872481;22988342,158388;22810157,1484231;21497135,7172584;21122227,8368023;20689768,4986228;22371705,1488511;21587325,8020486;20568132,6885162;19772192,029285;19156243,7264851;18767197,4310835;;;;;14010755,4049905;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"rechnungsmäßige Zinsen inkl. ZZR NB+AB";;;;;;;;;;;;;-25460991,48;-27166828,61;-28161144,2494992;-27713642,2660244;-27375768,6756529;-26732835,8305442;-26606155,4300263;-26307804,0697572;-26268585,7799722;-25429366,1267126;-24820878,4829053;-23854921,3381351;-23136019,819886;-22473442,4641157;-21238527,9622436;-20556841,9250585;-19614210,6034531;-18858681,6612441;;;;;-14409724,5421354;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"Solvabilitätsbedarf";;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"Risiko- und übriges Ergebnis NB+AB";;;;;;;;;;;;;679332,632695504;1396359,16141486;997833,564947251;1028459,02168754;1034398,71029979;969540,562538363;1182677,88335428;1176478,1581201;1217272,73775353;1339134,1662962;1363743,62925388;1362630,09685209;1398615,71344738;1410009,52870342;1437249,30902148;1439559,07120355;1579205,87659805;1622079,01167062;;;;;2334870,67290468;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"Reduzierte Mindestzuführung";;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;634301,04241248;523892,866636343;766854,035294055;654909,17543009;1121238,99963009;1530594,78151001;;;;;1935901,53575983;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"Puffer Reduktion Mindestzuführung auf 0";;;;;;;;;;;;0;2374618,49785337;14560306,8694452;3667495,12781559;3460872,18213109;3402808,18518746;3094674,6857533;2157485,85942396;2142983,75324908;2241155,8937956;2593096,24315802;2334907,01684906;1802522,74266021;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";"Mindestzuführung (gesamt) ohne Reduktion nach DG";;;;;;;;;;;;;434316,721530476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;522507,62001388;702824,634069451;843368,588392032;999591,18934069;0;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";"Reduzierte Mindeszuführung";;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;634301,04241248;523892,866636343;766854,035294055;654909,17543009;1121238,99963009;1530594,78151001;;;;;1935901,53575983;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";"Zuführung zur RfB";;;;;;;;;;;;;71930,74;116771,98;269966,00310411;389163,59179606;246673,018985025;465130,271731821;1350135,97026648;1265729,57404796;1083147,79971174;445844,874642048;530160,975494443;1206638,58742755;342376,914026505;416403,996568105;320170,205373399;322339,462640068;434067,39144699;862406,602253569;1772959,83013727;2215874,73450655;2512878,78903536;2988751,04510251;5254,14865738712;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";"Antragsstellung";;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Mindestzuführung gesamt vor Direktgutschrift";;;;;;;;;;;;31719441,2959519;0;0;0;0;0;0;0;0;0;0;0;201978,277414641;470161,4283401;475073,00518924;670388,783374695;670902,974085315;886576,964805393;1113670,12781051;1797998,55755215;2033929,7804523;2318106,96225927;2864826,62159244;1475751,98142561;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Direktgutschrift";;;;;;;;;;;;43278,7;88586,53;162472,19;154334,062610264;375874,195253188;647888,099504451;869463,315438258;1064085,93555218;1235147,47964624;1398386,72481413;1691410,73710344;1937913,77035052;1862485,98627089;2257835,97865328;2012359,3441572;2273199,21295533;2083428,08675251;2368000,85358525;2297842,76989085;2242904,14379709;2267989,35360655;2355576,56147503;2445669,62101371;3059601,99437957;0;0;0;0;0;0;;;;;;;;
2021;"Mindestzuführung GESAMT";"Mindestzuführung gesamt nach Direktgutschrift";;;;;;;;;;;;31676162,5959519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;522507,62001388;702824,634069451;843368,588392032;999591,18934069;0;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Zuführung zur RfB";;;;;;;;;;;;11575,21;71930,74;116771,98;269966,00310411;389163,59179606;246673,018985025;465130,271731821;1350135,97026648;1265729,57404796;1083147,79971174;445844,874642048;530160,975494443;1206638,58742755;342376,914026505;416403,996568105;320170,205373399;322339,462640068;434067,39144699;862406,602253569;1772959,83013727;2215874,73450655;2512878,78903536;2988751,04510251;5254,14865738712;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Übererfüllung";;;;;;;;;;;;-31664587,3859519;71930,74;116771,98;269966,00310411;389163,59179606;246673,018985025;465130,271731821;1350135,97026648;1265729,57404796;1083147,79971174;445844,874642048;530160,975494443;1206638,58742755;342376,914026505;416403,996568105;320170,205373399;322339,462640068;434067,39144699;862406,602253569;1250452,21012339;1513050,1004371;1669510,20064333;1989159,85576182;5254,14865738712;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Für Detailberechnung Neubestand bitte aufklappen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Für Nebenrechnung der Anteile Neubestand bitte aufklappen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"KA";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. Deckungsrückstellung";;;;;;;;;;;0,293348316010348;0,306971145445311;0;0,340719439597763;0,350361511904509;0,359880746068083;0,369012504070523;0,37763666261377;0,386222141278586;0,395019519877338;0,405336308807069;0,415996472132899;0,425169934131088;0,435828656778373;0,446735041216416;0,457139295682312;0,467322863111425;0,477438315457606;0,487108236321096;0,49678795001935;0,506491572775397;0,516362611848186;0,525920207226665;0,536325605684715;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;;;0,980506570092126;0,996485091570844;1;1;1;1;1;1;1;0,999804160575364;0,999834693149954;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. Beitragsüberträge";;;;;;;;;;;0,548046224578484;0,614464036552585;0,662836679470917;0,711798407413393;0,763948511720761;0,814453420219348;0,864951942894924;0,91544366070197;0,965930481843477;1;1;1;1;1;1;1;1;1;1;1;1;1;0,317297007471415;0,311850847316587;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;;;0,264001788011669;0,259347533465456;0,245590041334226;0,232065916814125;0,220254394027486;0,207573251832752;0,194888831448937;0,182200909748897;0,169510475794792;0,156818566211868;0,144125996876894;0,131433350657925;0,118741025038164;0,106049282926119;0,0933582931952022;0,0806681601402153;0,0679789440807182;0,0552906755449725;0,0426033649799112;0,0299170093940074;0,0172315969090676;0,0172315969090676;0;0;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. angesammelte Überschüsse";;;;;;;;;;;0,365841414033671;0,375494366858283;0,380901037315133;0,386130671270412;0,392625868501103;0,398537689479107;0,404447727110363;0,410355824752193;0,41626256219008;0,42216855102455;0,428074271857786;0,433980066370687;0,439886165714682;0,445792720923704;0,451699827189061;0,45760754148762;0,463515894897622;0,469424901063302;0,475334561977109;0,481244871924728;0,487155820179062;0,487155820179062;0,42454902813272;0,427299498008554;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. RfB";;;;;;;;;;;0,585112834407474;0,652958363890844;0,725686333676985;0,798314906782317;0,869982876322056;0,942133277996083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"KA";"Ergebnis der Kapitalanlage";;;;;;;;;0,273177990146562;;0,29953313525939;0,314042670811624;0,327823187092893;0,341585068563605;0,35554503028741;0,369412146288599;0,383278966573714;0,397145466411756;0,411011740471381;0,424877888487321;0,438743988856856;0,452610097370225;0,466476251830965;0,480342477001118;0,494208788548166;0,508075195911594;0,521941704306043;0,535808316098524;0,549675031749596;0,56354185045585;0,577408770588945;0,577408770588945;0,589383553897659;0,602588914924379;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Kostenergebnis";;;;;;;;;;;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;0,436122455436637;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;;;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;0,306433546627444;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;;;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;0,595061111686893;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;
2021;"Nebenrechnung: Anteile Neubestand";"Direktgutschrift";;;;;;;;;;0,289032326872195;;0,159574340264379;0,159574340264379;0,380563104644512;0,28098940017545;0,296274495547294;0,319921671095559;0,335974499934589;0,352135447803741;0,371425578976906;0,388905027219429;0,406522929010354;0,424259393397288;0,44209603400519;0,460016703715027;0,478007648365752;0,496057373848259;0,51415639018484;0,532296920197072;0,550472616937973;0,568678309800144;0,586909786091424;0,605163608133724;0,623436962789218;0,641727539121377;0,641727539121377;0,641727539121377;0,641727539121377;0,641727539121377;0,641727539121377;0,641727539121377;;;;;;;;
2021;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"Risikoergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"Risikoergebnis";"1. Sterblichkeit";;;;;;;;;;;-196459,533599999;;0;-45904,6354756512;-33307,9856855064;-26761,9760923328;-18466,6592565151;-3699,09907449179;6217,80102473375;17197,640574825;31273,9985962967;41849,5431281502;58363,8606746528;79318,8129275021;102682,62927631;122471,556058589;151597,25134504;178822,337661667;217528,018489033;244381,649357995;292328,933000622;333371,495045442;387003,943902716;441916,026600937;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"Risikoergebnis";"2. sonstiges";;;;;;;;;;;88373,1336873014;;0;343127,448323747;360292,860371642;368526,61083231;375757,221095235;381251,750899664;383805,376979187;385149,308763733;386406,268238591;384862,487096829;381373,970464058;375458,5566444;373229,337330623;370522,953894647;366912,62721472;365139,47468419;360448,31867466;354299,32823665;350844,800271873;345304,149855197;337898,441922524;327944,716910521;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"Risikoergebnis";;;;;;;;;;;;-108086,399912697;;0;297222,812848096;326984,874686135;341764,634739977;357290,56183872;377552,651825172;390023,178003921;402346,949338558;417680,266834887;426712,030224979;439737,831138711;454777,369571902;475911,966606934;492994,509953236;518509,878559761;543961,812345857;577976,337163694;598680,977594645;643173,733272496;678675,64490064;724902,38582524;769860,743511459;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"Risikoergebnis";"Zuführung (>0)";;;;;;;;;;;0;391501,188742518;0;267500,531563286;294286,387217522;307588,17126598;321561,505654848;339797,386642655;351020,860203528;362112,254404702;375912,240151399;384040,827202481;395764,048024839;409299,632614712;428320,76994624;443695,058957912;466658,890703784;489565,631111272;520178,703447324;538812,879835181;578856,359945246;610808,080410576;652412,147242716;692874,669160313;;;;;;;0,9;;;;;;;
2021;"Nebenrechnung: Neubestand";"Risikoergebnis";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittl. Deckungsrückstellung";;;;;;;;;;;189950259,960266;;0;267554944,699441;276863345,0633;294741869,445976;311373092,297865;326872660,875184;341092938,440929;354045331,971111;365447697,012645;375341165,353864;383617249,471555;389918148,789397;395457240,145794;399868276,643369;402969730,664275;404784298,535127;405278993,599281;405339758,127284;404486445,425669;402848220,028922;400246810,037853;396086904,925496;196790564,886286;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;;;133592,52;;93177,37;88324,3020685803;73037,0324188205;64095,8272368192;54631,3652858369;48144,2491798583;43927,8616276412;39402,655072906;35348,3208925276;31699,7315945649;28461,954563063;25616,8048763229;23044,9877007778;20725,2213594039;18653,8533069183;16794,969489776;15121,9571002658;13616,2396896833;12261,1005638548;5809,59907266483;0;0;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittl. Beitragsüberträge";;;;;;;;;;;2493330,61;;2707904,39432443;2781934,13069305;2855406,98422074;2876637,24527814;2877642,29906136;2886352,05520562;2910763,88568084;2846941,36290274;2623389,25181168;2348029,69291244;2103100,24775392;1910801,43744455;1708908,23618733;1554274,69727301;1431702,45661961;1283213,57218527;1160325,21389079;1068743,64831431;989311,336484858;909132,076390244;261423,576316824;234335,508471795;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;;;308290,958970072;;118427,111875984;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;295413,198329995;147706,599164997;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittl. angesammelte Überschüsse";;;;;;;;;;;96225,2659807417;;96244,0286702174;96628,0619999879;99908,4515169421;103651,119544705;107842,606287987;112326,618717941;117008,342034887;121866,277118268;126904,191097977;132127,326607745;137543,292622421;143156,294452222;148971,972007092;154995,623488231;161235,699544102;167695,182507934;174374,405616972;181279,796586275;188323,940316948;193063,22874827;172297,158268879;177476,459036953;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittl. RfB";;;;;;;;;;;7904253,21072989;;9383142,99900867;10363830,140685;11425593,4144991;12519013,1188916;13460165,0473272;14188186,126942;15320599,1165833;16315968,2483674;16884930,8152577;17165414,5458785;17849519,2473787;18440721,9979302;18640739,4188386;18851433,7471634;19035692,3240117;19291546,0789089;19823217,645146;21039219,3636464;22945696,1802925;25235832,6340072;27918739,1824116;29346786,1064226;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittleres Eigenkapital (ohne Nachrangdarlehen)";;;;;;;;;;;7114108,46812857;;0;8330813,82374646;8916930,32913603;9519081,82966544;10129635,323699;10744010,7961179;11374495,4378279;12028603,5288707;12748092,8288144;13499358,4310381;14222213,2251685;14807564,5350772;15200452,853445;15577321,4020383;15947699,2861685;16316767,6493962;16671598,9505769;17027732,8996799;17385655,5142469;17750303,5368093;20289915,5021136;20774648,1644497;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittlere nachrangigen Verbindlichkeiten";;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittlere Rückstellungen";;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"mittleres passives Rückversicherungsgeschäft";;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"Kapitalanlageergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"Ordentliche und ausserordentliche Erträge aus Kapitalanlagen";;;;;;;;;;;7088072,49687086;;20390118,7633542;9379911,16286509;9395732,76676121;9706766,58028207;9876350,21047872;10032322,6734647;10177065,8255752;10356906,5101917;10544618,1638465;10662285,6608229;10747482,5594946;13077015,4328057;11701455,005772;11487529,4503673;11354672,2379963;11292602,4793144;11336845,4493071;11372087,2778784;11400094,7557414;11432341,1186234;11474779,5232816;11485706,479589;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"Aufwendungen für Kapitalanlagen";;;;;;;;;;;-351387,949200402;;-3158137,33558605;-891189,531105981;-856485,604797014;-1021792,69757929;-1050624,13074605;-742603,344502676;-765133,645734551;-785389,428350167;-1290511,56358082;-1316968,35967356;-1343106,07563929;-2662569,214363;-1389860,17883282;-1413058,41235127;-1435183,16037891;-1454773,72397694;-1474682,73938232;-1495213,8804218;-1516617,05710281;-1538752,67699658;-1558246,96691994;-3195758,61156004;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"Ergebnis der Kapitalanlage";;;;;;;;;;;6736684,54767045;;17231981,4277681;8488721,63175911;8539247,1619642;8684973,88270278;8825726,07973266;9289719,32896199;9411932,17984064;9571517,08184149;9254106,60026571;9345317,30114937;9404376,48385526;10414446,2184427;10311594,8269392;10074471,038016;9919489,07761743;9837828,75533741;9862162,70992479;9876873,39745658;9883477,69863864;9893588,44162684;9916532,55636168;8289947,86802896;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"anzurechende Kapitalerträge in %";;;;;;;;;;;0,965797565471237;;0,436036919746762;0,965749888854268;0,960572983278246;0,956264064637725;0,952018048471054;0,947866770859135;0,943730614560033;0,939496140319758;0,934951441140125;0,930053162348384;0,925055480018649;0,924034178761075;0,923232827090286;0,922276645250013;0,921159637138465;0,919854532476209;0,918382322669611;0,916938920739069;0,91539639437549;0,913732142075023;0,909586379425072;0,907138172347903;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"anzurechende Kapitalerträge";;;;;;;;;;;6506273,53548783;7019446,33403009;7513780,10289741;8197981,97238618;8202570,12131824;8305128,42634585;8402250,51876717;8805416,26253089;8882328,54027836;8992403,35539471;8652140,30238277;8691641,90908303;8699570,00254882;9623304,25871012;9520002,84388467;9291449,35160985;9137432,95933703;9049371,37032189;9057235,89608636;9056489,63334026;9047299,84922437;9040089,75957638;9019942,94439187;7520128,15786318;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"90 % des Ergebnis der Kapitalanlage";;;;;;;;;;;5855646,18193904;6317501,70062708;6762402,09260767;7378183,77514757;7382313,10918642;7474615,58371126;7562025,46689045;7924874,6362778;7994095,68625052;8093163,01985524;7786926,2721445;7822477,71817473;7829613,00229394;8660973,83283911;8568002,55949621;8362304,41644887;8223689,66340333;8144434,2332897;8151512,30647772;8150840,67000624;8142569,86430193;8136080,78361874;8117948,64995268;6768115,34207686;;;;;;;0,9;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"rechnungsmäßige Zinsen gesamt";;;;;;;;;;;4466545,01331531;-10159510,98;-5097974,24;-5418536,85272607;-5702982,72703127;-5968093,21164098;-6220087,34235356;-6454319,22450476;-6667489,96469478;-6865515,79018423;-7023427,06281934;-7164834,12622167;-7271169,06055385;-7337227,13975558;-7404606,37821627;-7438997,8298723;-7471053,32158548;-7469408,01676376;-7451818,09715904;-7420469,49703804;-7391902,63074634;-7338907,5390462;-7281376,45679912;-7183723,87903736;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"Aufwand Zinszusatzreserve";;;;;;;;;;;-3711535,7;;-6513812,93999999;-6687645,86378741;-5591929,57329682;-4864462,77003114;-4039121,71692651;-3572720,73065248;-3148872,36994609;-3088133,9220426;-2499624,15859995;-2361957,89122693;-1697949,57918678;-1545296,75180471;-1402385,26257363;-729636,071248568;-568182,935538495;-285242,353413152;-106202,784955493;528814,504748768;704406,186951466;860896,474586376;1035327,68945506;1198485,84922579;0;0;0;0;0;0;;;;;;;;
2021;"Nebenrechnung: Neubestand";"KA";"Zuführung (>0)";0;0;0;0;0;0;0;0;;;6610655,49525436;-73032,1208642712;-4098007,07710258;-3908200,7441273;-3092342,17900984;-2527427,55532627;-1856958,5405129;-1221623,69262635;-934033,794362505;-961246,356832117;-870910,919036515;-835150,108365565;-269548,637191806;0;0;193670,515327997;184453,40627936;389783,863112788;593491,424363185;1259185,67771697;1455073,42050706;1658069,71915892;1871899,88260862;782877,312265294;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"Übriges Ergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Nebenrechnung: Neubestand";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
