2020;"Nebenrechnung: Anteile Altbestand";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;;;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;0,404938888313107;;;;;;;;
2020;"Nebenrechnung: Anteile Altbestand";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Anteile Altbestand";"Direktgutschrift";;;;;;;;;;0,710967673127805;0,693758606881334;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;0,840425659735621;;;;;;;;
2020;;;;;;;;;;;;0;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Risikoergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Risikoergebnis";"1. Sterblichkeit";;;;;;;;;;;-938535,270999924;;-961839,426803202;-984385,913929683;-853664,864958906;-808511,125609687;-894621,409494866;-30233,6329182824;15457,7839782205;185202,963971611;609337,423605823;307645,976156046;489843,720231853;621092,6274264;546450,865980569;655984,302168291;654049,512675198;815841,572376089;785514,465556444;1010497,51708172;1037650,98761735;1015757,77769125;1209702,12757006;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Risikoergebnis";"2. sonstiges";;;;;;;;;;;784239,546312699;;832483,816881074;640098,886707686;619163,302650974;595923,161949538;569393,16893888;537926,629737539;502154,681585937;462845,741032501;423250,120778764;386161,688626491;352807,003298614;323187,268095881;296704,062228932;273155,823624608;252670,407678884;234172,850452413;216882,287291599;200635,65484156;186158,11148767;173469,923242313;162579,511880611;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Risikoergebnis";;;;;;;;;;;;-154295,724687225;-558524,474764375;-129355,609922128;-344287,027221997;-234501,562307932;-212587,963660148;-325228,240555987;507692,996819257;517612,465564157;648048,705004112;1032587,54438459;693807,664782537;842650,723530468;944279,895522281;843154,928209502;929140,125792899;906719,920354082;1050014,4228285;1002396,75284804;1211133,17192328;1223809,09910502;1189227,70093356;1372281,63945067;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Risikoergebnis";"Zuführung (>0)";;;;;;;;;;;0;0;0;0;0;0;0;456923,697137331;465851,219007742;583243,834503701;929328,789946128;624426,898304283;758385,651177421;849851,905970053;758839,435388551;836226,113213609;816047,928318674;945012,980545652;902157,077563239;1090019,85473096;1101428,18919452;1070304,93084021;1235053,4755056;;;;;;;;0,9;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittl. Deckungsrückstellung";;;;;;;;;;;457574370,634734;0;500547279,508093;506927453,944796;518416223,612609;526889900,646401;532536596,830338;536208977,474402;537529868,518057;536007352,233061;529998394,842507;519597442,980588;508144538,732537;494362016,075602;478588702,991904;462220595,978824;445305547,907618;428360943,34572;411360920,636888;394832359,205954;378261911,626979;361818014,140401;345368876,150699;168560165,578434;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;;;2655,95000000001;370,924666173107;0;0;0;0;0;0;0;16,3349585251059;13,3484148460154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittl. Beitragsüberträge";;;;;;;;;;;2056159,01;1672669,47345296;1363221,87120439;1105539,70517357;872432,279819021;654061,06868356;454518,43398179;274815,321038408;107260,055604795;0;0;0;0;0;0;0;0;0;0;0;0;0;1034663,24373256;499354,850012654;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;;;859469,916029928;989946,106478085;1058190,20836401;1013672,98980536;1029264,19988372;1046003,30758077;1062746,7424874;1079494,79913146;1096246,17195087;1112999,49260033;1129753,6841225;1146507,97713154;1163261,84694962;1180014,94653752;1196767,05298233;1213518,02861492;1230267,79381345;1247016,30828064;1263763,55822652;1280509,54759991;1297254,29208003;1297254,29208003;1320000;660000;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittl. angesammelte Überschüsse";;;;;;;;;;;166799,264019258;160013,318855991;157841,743156426;154660,426158744;151941,414157878;150092,075110441;148997,193297198;148580,561129576;148693,194572986;149163,294884289;149872,964642549;150744,355308038;151707,736068481;152760,956292707;153952,14233008;155296,194167815;156797,041241783;158406,57243203;160207,093530664;162222,427189486;164303,511201557;168296,464335516;335781,420382558;169752,782774492;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittl. RfB";;;;;;;;;;;5604685,14427011;4514544,46536064;3530074,19391652;2588439,71390448;1666760,13150539;737187,610908112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8692569,61563863;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittleres Eigenkapital (ohne Nachrangdarlehen)";;;;;;;;;;;16783441,086525;16546518,5571429;16022051,0407531;15710935,8001802;15395977,3891919;15098894,4971766;14795554,7027089;14511258,5772106;14229774,6790469;13948801,9494434;13624718,762943;8637997,87514569;-418588,126433967;-8528269,44988683;-15808131,7898245;-22269316,6742542;-27860356,0538189;-32084726,8706568;-35153992,7262597;-37713460,1671207;-39806110,5089625;-41480405,8171409;-42768047,4661507;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittlere nachrangigen Verbindlichkeiten";;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittlere Rückstellungen";;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittleres passives Rückversicherungsgeschäft";;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"Ordentliche und ausserordentliche Erträge aus Kapitalanlagen";;;;;;;;;;;16575661,7031291;;19250028,7332713;19059968,6928771;19155360,1566871;18742376,618425;18698453,2299196;17602380,3537744;17151681,1909473;16528796,7271012;16408068,6741502;6305868,64706901;6095942,47966306;5896471,13619723;5692944,04891759;5490244,58376199;5287827,06076451;5085033,87193287;4883201,91801009;4686647,52530876;4492655,70533166;4446807,99017707;10412373,5359863;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"Aufwendungen für Kapitalanlagen";;;;;;;;;;;-821730,840799598;;-2301700,69326267;-861415,115615895;-854659,769926236;-836351,530229555;-824395,108656251;-810052,96776651;-792218,557873529;-771729,69516255;-1491185,51831022;-1435026,58951018;-1388831,0402359;-1338362,83891279;-1289733,54943439;-1239963,49667819;-1191563,55740724;-1141650,48430608;-1093784,75667298;-1046792,21202039;-1000498,21432582;-987269,981582003;-2303995,27532745;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"Ergebnis der Kapitalanlage";;;;;;;;;;;15753930,8623295;;16948328,0400087;18198553,5772612;18300700,3867609;17906025,0881955;17874058,1212634;16792327,3860079;16359462,6330738;15757067,0319386;14916883,15584;4870842,05755883;4707111,43942716;4558108,29728444;4403210,4994832;4250281,0870838;4096263,50335727;3943383,38762678;3789417,16133711;3639855,31328837;3492157,49100585;3459538,00859506;8108378,26065886;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"anzurechende Kapitalerträge in %";;;;;;;;;;;0,965255097538039;;0,969346268920322;0,970216275118995;0,971358058251619;0,972274043223423;0,97304991357347;0,973722110004587;0,974273241716065;0,974694597210129;0,974996054483368;0,983687507898448;1,00082230742133;1,01750586104649;1,03405961226249;1,05046069055289;1,0665191269509;1,08067942719868;1,0930908801692;1,10517985446605;1,11710525945272;1,1288999335363;1,13621098163007;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"anzurechende Kapitalerträge";;;;;;;;;;;15206562,0711254;15387594,015421;16428798,5500201;17656532,8642839;17776532,7923287;17409563,4105599;17392350,7101025;16351060,4541915;15938586,6922576;15358328,1039084;14543902,2221334;4791386,484967;4710982,13209684;4637901,90777156;4553182,14180572;4464753,20578192;4368743,37536144;4261533,30056531;4142177,34021427;4022694,7654175;3901107,50003985;3905472,22796926;9212828,42297116;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"90 % des Ergebnis der Kapitalanlage";;;;;;;;;;;13685905,8640129;13848834,6138789;14785918,6950181;15890879,5778555;15998879,5130959;15668607,0695039;15653115,6390922;14715954,4087723;14344728,0230319;13822495,2935176;13089511,9999201;4312247,8364703;4239883,91888716;4174111,7169944;4097863,92762515;4018277,88520373;3931869,03782529;3835379,97050878;3727959,60619284;3620425,28887575;3510996,75003587;3514925,00517234;8291545,58067404;;;;;;;;0,9;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"rechnungsmäßige Zinsen gesamt";;;;;;;;;;;13390960,9866847;-15301480,5;-14381105,5307875;-14732888,3331141;-15028931,7515474;-15246264,9562712;-15252443,7853132;-15443211,626734;-15458176,6935003;-15423401,2936506;-15325624,6763942;-14802554,1607659;-14535438,038038;-14134609,8659933;-13581655,4349323;-13107508,121865;-12573582,7032368;-12107574,3711038;-11561495,0112781;-11164473,498908;-10605351,9482612;-10082607,2030303;-9673512,21070281;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"Aufwand Zinszusatzreserve";;;;;;;;;;-5500000;-2188210,29;;-419805,792160773;-583103,969864852;-638926,102831064;-559104,189220843;-474786,75203349;-298412,282032809;-166337,624731217;-20509,7056305147;150364,13156538;248048,585980449;340845,454366334;455000,184309443;510983,41760197;582165,560319446;630547,10653167;691217,070473198;711743,731200579;757892,602720192;787576,337291933;806068,108993259;830214,006742657;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"Zuführung (>0)";0;0;0;0;0;0;0;0;;;24888656,5606976;-2950911,49730091;0;574887,274876493;331021,658717382;0;0;0;0;-85582,895372698;-631358,322695413;-9763119,08981841;-9483610,45157481;-9041707,77391227;-8517489,8755246;-8060589,35576365;-7574292,22134374;-7154824,00006529;-6707573,93986328;-6383886,1307703;-5916668,11092946;-5371066,86606779;0;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"übriges Ergebnis";"Kostenergebnis";;;;;;;;;;;450591,39378511;531103,492695543;572677,355405294;544301,448416991;541834,458775282;528349,309255711;505359,617967707;483574,25038677;458389,99129401;429700,116762703;397698,062999039;361202,756432208;327009,604825532;292066,021997497;259397,662007943;228733,40737596;199896,691870807;174378,624118158;151051,343441798;129742,595679046;109867,11757513;90897,6172026303;73808,4926876378;-1114945,3885032;-1114945,3885032;-1114945,3885032;-1114945,3885032;-1114945,3885032;-1114945,3885032;-1114945,3885032;;;;;;;;
2020;"Nebenrechnung: Altbestand";"übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;;;-148021,098127726;207113,620000008;-166956,314004402;-166918,86141592;-166428,509933385;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;-164987,97240973;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;;;-58884,4800000472;-58884,4800000467;31836,8814766854;27536,4810286998;26429,6954487432;25181,8861235422;24018,1159517341;22714,8107043905;21020,5424099918;19158,097325962;17442,9157064757;16010,7647377541;14657,4876173483;13584,363728595;12526,0472338407;11252,0435765558;10194,4946552054;8981,60588171729;8105,85709521384;7359,71216828912;6610,81538235792;5917,95593842305;5264,20031595277;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"übriges Ergebnis";"Summe";;;;;;;;;;;243685,815657336;;437557,922877577;404919,068029771;401835,64429064;388543,222969523;364389,76150971;341301,08868143;314422,561294272;283870,241678935;250153,006295784;212225,548760232;176679,12003315;140662,413316362;106935,736832053;74997,478542785;45103,2141162816;18372,2575901445;-5830,77187271896;-27885,6645623951;-48510,0394522421;-68172,3992686771;-85915,2794061399;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"übriges Ergebnis";"Zuführung (>0)";;;;;;;;;;;121842,907828668;369108,556347775;218778,961438789;202459,534014885;200917,82214532;194271,611484761;182194,880754855;170650,544340715;157211,280647136;141935,120839467;125076,503147892;106112,774380116;88339,5600165748;70331,2066581809;53467,8684160266;37498,7392713925;22551,6070581408;9186,12879507225;0;0;0;0;0;;;;;;;;0,5;;;;;;;
2020;"Nebenrechnung: Altbestand";"Mindestzuführung - Gesamt vor DG";;;;;;;;;;;;25010499,4685262;0;218778,961438789;777346,808891379;531939,480862703;194271,611484761;182194,880754855;627574,241478046;623062,499654877;639596,059970471;423046,970398608;0;0;0;0;0;0;0;0;0;0;0;1235053,4755056;;;;;;;;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Direktgutschrift";;;;;;;;;;;;36372,53;74450,3929189393;74990,2086232276;109189,632295055;157063,634475568;270894,69656782;363945,97894951;399059,672174808;452307,845155293;519240,990620652;512656,123613739;200943,505931153;203064,20047026;256042,039670959;253891,879265829;293427,323539668;300301,912705298;336752,217081232;344128,893393765;332080,524886704;344465,821690358;359468,018857941;395444,744193537;0;0;0;0;0;0;0;;;;;;;;
2020;"Nebenrechnung: Altbestand";"Mindestzuführung - Gesamt nach DG";;;;;;;;;;;;24974126,9385262;-74450,3929189393;143788,752815561;668157,176596323;374875,846387135;-76623,0850830584;-181751,098194655;228514,569303238;170754,654499585;120355,069349819;-89609,1532151307;-200943,505931153;-203064,20047026;-256042,039670959;-253891,879265829;-293427,323539668;-300301,912705298;-336752,217081232;-344128,893393765;-332080,524886704;-344465,821690358;-359468,018857941;839608,731312063;;;;;;;;;;;;;;;
2021;"Gesamtberechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Neubestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Neubestand";"NB - Zuführung aus dem Risikoergebnis";;;;;;;;;;;;0;391501,188742518;0;267500,531563286;294277,331681131;307508,518355462;321271,134207849;339362,81053697;350406,7235451;361184,984835622;374718,832082401;382570,039584827;393530,838932324;406493,8753294;424776,534016113;439509,617028566;461569,621329947;483492,508919556;512711,569274488;530515,637252996;568658,929051704;599450,565768012;638851,517846357;676819,852709268;;;;;;;;;;;;;;
2021;"Neubestand";"NB - Zuführung aus dem Kapitalanlageergebnis";;;;;;;;;;;;6610655,49525436;-73032,1208642712;-3341856,64563132;-4034778,28084641;-3292643,09752244;-3040657,78948807;-2987013,09272729;-2820733,47137793;-2558473,21651368;-2154195,38876093;-1924890,16479303;-2015992,96503703;-1725721,62748986;-519978,183215242;-326514,878035794;-327227,165411506;0;-22578,227941958;-2695965,49321388;-2487107,17083622;-2226890,75095802;-1959396,05194039;-1202200,3431788;-2322370,74258852;;;;;;;;;;;;;;
2021;"Neubestand";"NB - Zuführung aus dem übrigen Ergebnis";;;;;;;;;;;;98286,3321713359;115847,653652229;197840,537479259;168039,986369654;168604,303684144;166822,122009888;149470,777807285;149038,333284497;129759,251373543;118796,394840603;105882,689595812;90505,1413171102;75742,6253403737;60835,1599911317;46717,9912848013;32980,2268934896;19739,0148356404;7166,96189436074;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Neubestand";"Mindestzuführung im Neubestand";;;;;;;;;;;;6708941,82742569;434316,721530476;0;0;0;0;0;0;0;0;0;0;0;0;144979,64726512;145262,67851055;481308,636165587;468081,242871959;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Altbestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Altbestand";"AB - Zuführung aus dem Risikoergebnis";;;;;;;;;;;;0;0;712124,839429795;0;0;0;0;164510,239629632;228245,503587884;299990,962373518;449724,362663874;527419,938823038;575823,644986803;656193,090277487;704978,507005271;771174,90169913;786864,311554309;911772,370024579;931396,915919916;1047673,50157464;1128566,7053196;1123727,84197202;1279679,79510539;1392304,98713467;;;;;;;;;;;;;;
2021;"Altbestand";"AB - Zuführung aus dem Kapitalanlageergebnis";;;;;;;;;;;;24888656,5606976;-2950911,49730091;0;-648454,72855736;-999194,344649366;-1294187,52695259;-1844408,92835686;-2204543,52146943;-2517656,36144317;-2756011,20427559;-3131059,11625998;-3105151,44860311;-3524331,28318635;-1904873,24428201;-2426701,0560908;-2524636,30829554;-2792704,13363612;-2989259,35441651;-6342105,32017901;-5956133,05516016;-5470100,29752825;-4984374,73232798;-4594991,47093637;-5371361,55869087;;;;;;;;;;;;;;
2021;"Altbestand";"AB - Zuführung aus dem übrigen Ergebnis";;;;;;;;;;;;121842,907828668;369108,556347775;290488,35322821;182265,389679923;182079,623061434;179450,056732615;156626,013521782;161722,17863499;136198,335944774;121205,149679161;103911,797370327;83548,0467600102;63858,5275419515;44274,1471505867;25843,8539236255;7507,40788600917;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Altbestand";"Mindestzuführung im Altbestand";;;;;;;;;;;;25010499,4685262;0;1002613,192658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Reduzierung der Mindestzuführung nach §9 MindZV";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Reduzierung der Mindestzuführung nach §9 MindZV";"Vorraussetzung Solvabilitätsbedarf erfüllt?";;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;;;;;;;;;;;;;;
2021;"Reduzierung der Mindestzuführung nach §9 MindZV";"Vorraussetzung negatives Kapitalanlageergebnis erfüllt?";;;;;;;;;;;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;
2021;"Reduzierung der Mindestzuführung nach §9 MindZV";"Reduzierung möglich";;;;;;;;;;;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"anzurechnende Kapitalerträge NB+AB";;;;;;;;;;;;;22407040,3494511;24913307,0158058;23477911,2400954;23847832,4712674;23936070,9199903;23302772,5567394;23196530,9254338;22843517,6093534;22452665,268505;21452049,8309098;20785629,5505794;19654938,6665327;21726964,1277222;20155132,5338234;19269694,4365976;18101063,2897304;16804263,0921299;9440573,86866102;9312590,46447217;9180272,75593291;9050742,12003831;8911491,96853255;6040527,69996572;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"rechnungsmäßige Zinsen inkl. ZZR NB+AB";;;;;;;;;;;;;-25460991,48;-27173178,13;-28161144,2494992;-28139669,9134392;-28270916,236431;-28134194,5778235;-28221807,9182812;-27919647,1873103;-27362871,8615415;-26507999,1119628;-25906773,9642196;-24904991,5772089;-24151815,5552194;-22908348,46795;-22121557,9103046;-20844027,8101874;-19816100,6744884;-18478644,6820539;-17755830,6904685;-16877263,8044192;-15994512,9043067;-14708683,7826477;-13734260,0012451;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"Solvabilitätsbedarf";;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-175350,356935706;-3756628,93673902;0;0;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"Risiko- und übriges Ergebnis NB+AB";;;;;;;;;;;;;679332,632695504;1767907,6030036;997833,564947251;1028342,66647019;1034220,48899108;969161,509555743;1181379,96846853;1174862,09367328;1214643,03038302;1335636,96809481;1359206,35216298;1356262,84345257;1390981,9094022;1400407,0693295;1426180,29036755;1426626,84398712;1564628,23372665;1604564,98354934;1753543,48758626;1885806,26041256;1914642,6752667;2131701,45883528;2299027,59982659;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"Reduzierte Mindestzuführung";;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Berechnung reduzierte Mindestzuführung";"Puffer Reduktion Mindestzuführung auf 0";;;;;;;;;;;;0;2374618,49785337;491963,511190624;3685399,44445652;3263494,77570162;3300624,82744958;3862260,51152841;3843897,02437882;3901267,48428356;3695563,56265351;3720312,3129582;3761938,06147716;3893790,06722364;1033869,51809505;1352808,86479709;1425683,1833395;1316337,67646993;1447209,34863181;7433505,82984355;6689696,73841011;5986535,14500943;8785757,04574069;3665490,35527989;5394704,7014528;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";"Mindestzuführung (gesamt) ohne Reduktion nach DG";;;;;;;;;;;;;434316,721530476;901971,923702798;0;0;0;0;0;0;0;0;0;0;0;100360,910909734;127179,809602222;479685,847665726;467630,492539742;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";"Reduzierte Mindeszuführung";;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";"Zuführung zur RfB";;;;;;;;;;;;;71930,74;116771,98;269966,00310411;647284,562133268;631594,168249597;257272,244799887;425461,095562887;442605,72128564;677536,393909465;623038,594898168;603041,366727409;597289,441275018;647109,409853606;318548,325479864;241145,93031334;280146,619808012;21008,1924228617;-6633148,85962463;-5933886,8284768;-5096481,69534262;-4352855,46256013;-3000199,56927128;-5052039,99129257;;;;;;;;;;;;;;
2021;"Antrag auf Reduktion nötig?";"Antragsstellung";;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Mindestzuführung gesamt vor Direktgutschrift";;;;;;;;;;;;31719441,2959519;0;0;0;0;0;0;0;0;0;0;0;0;0;144979,64726512;145262,67851055;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Direktgutschrift";;;;;;;;;;;;43278,7;88586,53;162472,19;154334,062610264;340284,53133226;409006,058599328;337970,324919934;293992,854318846;285881,595268512;320177,166630825;376493,83865152;404250,008813712;288924,398403867;223527,362496959;105995,784512067;42039,1816866345;3356,50508403012;928,869721850885;892,821170611798;863,54196958539;841,075869280966;875,895289776973;881,18098208639;1072,39850187144;0;0;0;0;0;0;;;;;;;;
2021;"Mindestzuführung GESAMT";"Mindestzuführung gesamt nach Direktgutschrift";;;;;;;;;;;;31676162,5959519;0;0;0;0;0;0;0;0;0;0;0;0;0;100360,910909734;127179,809602222;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Zuführung zur RfB";;;;;;;;;;;;11575,21;71930,74;116771,98;269966,00310411;647284,562133268;631594,168249597;257272,244799887;425461,095562887;442605,72128564;677536,393909465;623038,594898168;603041,366727409;597289,441275018;647109,409853606;318548,325479864;241145,93031334;280146,619808012;21008,1924228617;-6633148,85962463;-5933886,8284768;-5096481,69534262;-4352855,46256013;-3000199,56927128;-5052039,99129257;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Übererfüllung";;;;;;;;;;;;-31664587,3859519;71930,74;116771,98;269966,00310411;647284,562133268;631594,168249597;257272,244799887;425461,095562887;442605,72128564;677536,393909465;623038,594898168;603041,366727409;597289,441275018;647109,409853606;218187,41457013;113966,120711118;280146,619808012;21008,1924228617;-6633148,85962463;-5933886,8284768;-5096481,69534262;-4352855,46256013;-3000199,56927128;-5052039,99129257;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Für Detailberechnung Neubestand bitte aufklappen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;"Mindestzuführung GESAMT";"Für Nebenrechnung der Anteile Neubestand bitte aufklappen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
